"species","decimalLongitude","decimalLatitude"
"Anilios bicolor",140.22,-35.97
"Anilios bicolor",139.38,-32.7
"Anilios bicolor",140.4719,-33.7556
"Anilios bicolor",137.1086,-33.1644
"Anilios bicolor",121.1225,-30.397222
"Anilios bicolor",135.7719,-32.9728
"Anilios bicolor",135.87,-34.72
"Anilios bicolor",140.5175,-34.3442
"Anilios bicolor",138.68,-34.93
"Anilios bicolor",133.98,-31.52
"Anilios bicolor",138.9389,-33.7625
"Anilios bicolor",135.58,-32.57
"Anilios bicolor",139,-34.55
"Anilios bicolor",134.68,-33.02
"Anilios bicolor",138.72,-34.98
"Anilios bicolor",140.7,-36.37
"Anilios bicolor",136.35,-32.62
"Anilios bicolor",139.2,-34.6
"Anilios bicolor",123.583333,-28.2
"Anilios bicolor",138.6,-35.02
"Anilios bicolor",140.48,-33.62
"Anilios bicolor",140.685,-35.0839
"Anilios bicolor",139.23,-34.17
"Anilios bicolor",120.389167,-27.964722
"Anilios bicolor",138.03,-32.8583
"Anilios bicolor",134.7044,-32.1394
"Anilios bicolor",121.666667,-31.2
"Anilios bicolor",139.102386,-35.075635
"Anilios bicolor",137.12,-33.28
"Anilios bicolor",136.193175,-33.205804
"Anilios bicolor",123.583333,-28.2
"Anilios bicolor",120.533333,-31.383333
"Anilios bicolor",134.48,-32.98
"Anilios bicolor",139.85,-35.7
"Anilios bicolor",138.6,-35.02
"Anilios bicolor",136.35,-32.62
"Anilios bicolor",119.533333,-29.975
"Anilios bicolor",137.0669,-33.2906
"Anilios bicolor",123.583333,-28.2
"Anilios bicolor",139.1,-34.65
"Anilios bicolor",137.0567,-33.1986
"Anilios bicolor",138.7,-34.87
"Anilios bicolor",139.98,-33.7183
"Anilios bicolor",140.7,-33.5
"Anilios bicolor",138.98,-35.23
"Anilios bicolor",120.766667,-31.933333
"Anilios bicolor",139.5611,-33.2917
"Anilios bicolor",137.0669,-33.2908
"Anilios bicolor",139.0881,-33.4414
"Anilios bicolor",140.52,-35.33
"Anilios bicolor",139.2,-34.6
"Anilios bicolor",137.13,-33.17
"Anilios bicolor",120.155833,-28.031667
"Anilios bicolor",129.53454,-28.86154
"Anilios bicolor",140.7,-33.5
"Anilios bicolor",138.3,-33.1
"Anilios bicolor",121.758333,-31.583889
"Anilios bicolor",136.5,-33.7
"Anilios bicolor",139.52,-34.33
"Anilios bicolor",121.176389,-29.899722
"Anilios bicolor",139.6,-34.28
"Anilios bicolor",121.466667,-30.733333
"Anilios bicolor",138.65,-34.77
"Anilios bicolor",138.67,-34.95
"Anilios bicolor",138.0508,-32.7811
"Anilios bicolor",139.3,-34.92
"Anilios bicolor",139.6,-34.28
"Anilios bicolor",120.941667,-29.646944
"Anilios bicolor",135.33,-33.47
"Anilios bicolor",139.73,-35.13
"Anilios bicolor",139.37,-30.23
"Anilios bicolor",136.8,-33.02
"Anilios bicolor",140.9,-36.37
"Anilios bicolor",138.68,-34.93
"Anilios bicolor",132.8303,-31.6042
"Anilios bicolor",138.63,-34.18
"Anilios bicolor",139.47,-34.97
"Anilios bicolor",135.68,-34.53
"Anilios bicolor",140.685,-35.0839
"Anilios bicolor",121.466667,-30.733333
"Anilios bicolor",139.8153,-34.2347
"Anilios bicolor",133.57,-32.1
"Anilios bicolor",138.7,-34.57
"Anilios bituberculatus",141.73,-35.03
"Anilios bituberculatus",138.2,-34.33
"Anilios bituberculatus",117.183333,-32.933333
"Anilios bituberculatus",138.67,-28.02
"Anilios bituberculatus",136.9044,-33.5806
"Anilios bituberculatus",143.883,-31.433
"Anilios bituberculatus",143.22388,-33.11721
"Anilios bituberculatus",139.53,-30.6
"Anilios bituberculatus",142.94888,-34.20222
"Anilios bituberculatus",141.05,-34.6
"Anilios bituberculatus",146.4,-34.55
"Anilios bituberculatus",135.47,-33.05
"Anilios bituberculatus",134,-31.75
"Anilios bituberculatus",132.867,-31.5833
"Anilios bituberculatus",145.72,-35.37
"Anilios bituberculatus",136.33,-31.58
"Anilios bituberculatus",145.883,-27.533
"Anilios bituberculatus",143.033,-33.716
"Anilios bituberculatus",137.72,-33.97
"Anilios bituberculatus",140.1775,-32.0058
"Anilios bituberculatus",138.2,-34.33
"Anilios bituberculatus",145.7,-34.45
"Anilios bituberculatus",115.85,-31.95
"Anilios bituberculatus",139.27,-35.12
"Anilios bituberculatus",141.83,-35.42
"Anilios bituberculatus",115.85,-31.95
"Anilios bituberculatus",151.166,-33.866
"Anilios bituberculatus",137.0136,-33.0614
"Anilios bituberculatus",144.866,-33.866
"Anilios bituberculatus",137.5769,-33.0244
"Anilios bituberculatus",140.18,-28.17
"Anilios bituberculatus",142.85111,-34.28916
"Anilios bituberculatus",135.45,-32.63
"Anilios bituberculatus",138.1008,-30.2869
"Anilios bituberculatus",142.3,-31.283
"Anilios bituberculatus",133.883,-23.733
"Anilios bituberculatus",121.74,-32.156389
"Anilios bituberculatus",140.4783,-33.7547
"Anilios bituberculatus",142.016,-29.433
"Anilios bituberculatus",144.85,-34.5
"Anilios bituberculatus",121.466667,-30.733333
"Anilios bituberculatus",135.6314,-30.365
"Anilios bituberculatus",151.066,-31.05
"Anilios bituberculatus",122.433333,-29.2
"Anilios bituberculatus",132.72,-23.62
"Anilios bituberculatus",141.975,-33.075
"Anilios bituberculatus",140.18,-28.17
"Anilios bituberculatus",140.6,-35.12
"Anilios bituberculatus",135.45,-32.63
"Anilios bituberculatus",140.1375,-33.7611
"Anilios bituberculatus",141.6083,-34.2833
"Anilios bituberculatus",121.1225,-30.397222
"Anilios bituberculatus",128.116667,-30.8
"Anilios bituberculatus",145.38277,-32.57416
"Anilios bituberculatus",147.15,-33.083
"Anilios bituberculatus",138.15,-33.43
"Anilios bituberculatus",140.77,-27.73
"Anilios bituberculatus",140.4783,-33.7547
"Anilios bituberculatus",139.63,-34.85
"Anilios bituberculatus",140.37,-35.37
"Anilios bituberculatus",138.67,-28.58
"Anilios bituberculatus",121.9375,-30.899444
"Anilios bituberculatus",136.8,-30.5
"Anilios bituberculatus",136.8,-30.5
"Anilios bituberculatus",142.67,-35.68
"Anilios bituberculatus",135.45,-27.55
"Anilios bituberculatus",134.88,-25.93
"Anilios bituberculatus",147.166,-31.533
"Anilios bituberculatus",132.57,-31.97
"Anilios bituberculatus",142.62,-34.87
"Anilios bituberculatus",146.266,-33.85
"Anilios bituberculatus",129.1044,-29.5411
"Anilios bituberculatus",142.2,-34.47
"Anilios bituberculatus",121.333333,-30.45
"Anilios bituberculatus",139.07,-32.88
"Anilios bituberculatus",147.15,-33.083
"Anilios bituberculatus",149.6,-31.433
"Anilios bituberculatus",136.8,-30.5
"Anilios bituberculatus",137.12,-32.67
"Anilios bituberculatus",141.23,-31.88
"Anilios bituberculatus",135.5292,-30.3636
"Anilios bituberculatus",142.433,-35.9333
"Anilios bituberculatus",148.26585,-33.95539
"Anilios bituberculatus",121.466667,-30.75
"Anilios bituberculatus",138.75,-34.53
"Anilios bituberculatus",145.933,-30.083
"Anilios bituberculatus",148.683,-33.833
"Anilios bituberculatus",147.15,-33.083
"Anilios bituberculatus",140.18,-28.17
"Anilios bituberculatus",134.2711,-32.8297
"Anilios bituberculatus",140.233333,-25.633333
"Anilios bituberculatus",146.22416,-29.36111
"Anilios bituberculatus",142.38,-35.58
"Anilios bituberculatus",143.95,-35.52
"Anilios bituberculatus",141.89833,-29.05583
"Anilios bituberculatus",136.12,-33.85
"Anilios bituberculatus",121.416667,-32.65
"Anilios bituberculatus",127.9,-30.066667
"Anilios bituberculatus",141.23,-31.88
"Anilios bituberculatus",140.3683,-34.1717
"Anilios bituberculatus",127.816667,-30.033333
"Anilios bituberculatus",134.88,-33.65
"Anilios bituberculatus",138.48,-34.83
"Anilios bituberculatus",149.04628,-31.00479
"Anilios bituberculatus",135.47,-33.05
"Anilios bituberculatus",148.65,-31.7167
"Anilios bituberculatus",135.95,-32.85
"Anilios bituberculatus",137.5769,-33.0244
"Anilios bituberculatus",138.4,-33.58
"Anilios bituberculatus",141.404,-34.9422
"Anilios bituberculatus",135.6314,-30.365
"Anilios bituberculatus",137.8972,-32.7236
"Anilios bituberculatus",140.1461,-27.1836
"Anilios bituberculatus",142.13,-34.85
"Anilios bituberculatus",119.583333,-30.366667
"Anilios bituberculatus",137.83,-32.48
"Anilios bituberculatus",118.2,-30.916667
"Anilios bituberculatus",146.1524,-29.27485
"Anilios bituberculatus",136.9044,-30.5675
"Anilios bituberculatus",142.17,-34.18
"Anilios bituberculatus",135.1717,-29.305
"Anilios bituberculatus",141.524,-35.6207
"Anilios bituberculatus",149.133,-30.883
"Anilios bituberculatus",138.03,-32.35
"Anilios bituberculatus",123.416667,-33.383333
"Anilios bituberculatus",139.27,-35.12
"Anilios bituberculatus",138.75,-31.25
"Anilios bituberculatus",140.1836,-33.3122
"Anilios bituberculatus",141.605,-35.65
"Anilios bituberculatus",123.602778,-31.355556
"Anilios bituberculatus",131.7933,-26.2486
"Anilios bituberculatus",121.466667,-30.75
"Anilios bituberculatus",148.183,-33.133
"Anilios bituberculatus",148.183,-33.133
"Anilios bituberculatus",119.585833,-30.835
"Anilios bituberculatus",141.658,-35.8737
"Anilios bituberculatus",126.1,-32.05
"Anilios bituberculatus",138.4,-33.58
"Anilios bituberculatus",139.27,-35.12
"Anilios bituberculatus",119.683333,-30.35
"Anilios bituberculatus",142.67,-35.68
"Anilios bituberculatus",137,-33.5
"Anilios bituberculatus",121.633333,-32.966667
"Anilios bituberculatus",139.1614,-35.0972
"Anilios bituberculatus",147.2,-33.916
"Anilios bituberculatus",141.23,-31.88
"Anilios bituberculatus",148.966,-30.866
"Anilios bituberculatus",118.2,-30.916667
"Anilios bituberculatus",137.490556,-35.151667
"Anilios bituberculatus",141.658,-35.8833
"Anilios bituberculatus",146.00583,-32.57554
"Anilios bituberculatus",139.53,-30.6
"Anilios bituberculatus",140.1592,-34.165
"Anilios bituberculatus",137.2858,-29.77
"Anilios bituberculatus",145.7,-34.45
"Anilios bituberculatus",140.77,-27.73
"Anilios bituberculatus",142.32,-35.07
"Anilios bituberculatus",145.38277,-32.57416
"Anilios bituberculatus",137.8511,-32.6997
"Anilios bituberculatus",145.183333,-28.116667
"Anilios bituberculatus",142.22,-34.3
"Anilios bituberculatus",138.52,-34.95
"Anilios bituberculatus",121.05,-30.366667
"Anilios bituberculatus",145.49749,-32.58694
"Anilios bituberculatus",142.3333,-32.4667
"Anilios bituberculatus",116.766667,-31.883333
"Anilios bituberculatus",137.92,-34.43
"Anilios bituberculatus",143.22388,-33.11721
"Anilios bituberculatus",128.116667,-30.85
"Anilios bituberculatus",142.32,-35.07
"Anilios bituberculatus",144.23,-36.08
"Anilios bituberculatus",140.1892,-33.7617
"Anilios bituberculatus",140.4364,-34.3822
"Anilios bituberculatus",140.9222,-32.8694
"Anilios bituberculatus",121.466667,-30.733333
"Anilios bituberculatus",141.325,-34.9588
"Anilios bituberculatus",135.6472,-31.9444
"Anilios bituberculatus",136.57,-33.92
"Anilios bituberculatus",139.4186,-33.195
"Anilios bituberculatus",142.03,-34.22
"Anilios bituberculatus",135.47,-33.05
"Anilios bituberculatus",147.05,-34.783
"Anilios bituberculatus",140.6122,-34.2928
"Anilios bituberculatus",121.25,-30.566667
"Anilios bituberculatus",138.4,-33.58
"Anilios bituberculatus",141.08,-34.45
"Anilios bituberculatus",139.9,-35.1
"Anilios bituberculatus",145.55,-35.433
"Anilios bituberculatus",129.1044,-29.5411
"Anilios bituberculatus",141.975,-33.075
"Anilios bituberculatus",140.5175,-34.3442
"Anilios bituberculatus",141.48,-35.42
"Anilios bituberculatus",148.683,-32.266
"Anilios bituberculatus",142.95,-33.716
"Anilios bituberculatus",136.8,-30.5
"Anilios bituberculatus",121.333,-30.833
"Anilios bituberculatus",139.4442,-34.5253
"Anilios bituberculatus",146.4,-34.55
"Anilios bituberculatus",137.9561,-32.3
"Anilios bituberculatus",122.240556,-33.484444
"Anilios bituberculatus",141.684,-35.869
"Anilios bituberculatus",117.866667,-32.333333
"Anilios bituberculatus",138.28,-30.07
"Anilios bituberculatus",142.62,-34.87
"Anilios bituberculatus",140.52,-35.33
"Anilios bituberculatus",142.32,-35.07
"Anilios bituberculatus",135.32,-30.92
"Anilios bituberculatus",141.17,-34.18
"Anilios bituberculatus",141.717,-35.706
"Anilios bituberculatus",131.83,-30.45
"Anilios bituberculatus",134.6392,-33.1369
"Anilios bituberculatus",142.1333,-35.2333
"Anilios bituberculatus",141.7,-34.38
"Anilios bituberculatus",141.658,-35.8737
"Anilios bituberculatus",135.6794,-31.9525
"Anilios bituberculatus",137.92,-33.92
"Anilios bituberculatus",140.1836,-33.3122
"Anilios bituberculatus",141.17,-34.17
"Anilios bituberculatus",146.0333,-34.2833
"Anilios bituberculatus",121.25,-30.566667
"Anilios bituberculatus",129.53454,-28.86154
"Anilios bituberculatus",140.75,-34.17
"Anilios bituberculatus",143.233,-31.566
"Anilios bituberculatus",138.15,-33.43
"Anilios bituberculatus",141.685,-35.8682
"Anilios bituberculatus",136.57,-33.92
"Anilios bituberculatus",143.07,-35.5
"Anilios bituberculatus",149.24055,-31.21583
"Anilios bituberculatus",146.00583,-32.57554
"Anilios bituberculatus",140.1583,-32.1167
"Anilios bituberculatus",144.766,-36.116
"Anilios bituberculatus",117.02,-31.8
"Anilios bituberculatus",138.085,-34.013056
"Anilios bituberculatus",137.08,-29.48
"Anilios bituberculatus",134.8222,-33.1861
"Anilios bituberculatus",135.37,-32.48
"Anilios bituberculatus",137.58,-33.03
"Anilios bituberculatus",144.933,-33.466
"Anilios bituberculatus",122.366667,-29.783333
"Anilios bituberculatus",135.6794,-31.9525
"Anilios bituberculatus",133.867,-23.7
"Anilios bituberculatus",139.63,-34.85
"Anilios bituberculatus",147.133,-33.133
"Anilios bituberculatus",150.65,-31.35
"Anilios bituberculatus",140.6122,-34.2928
"Anilios bituberculatus",136.4464,-28.4156
"Anilios bituberculatus",147.2,-33.916
"Anilios bituberculatus",141.42,-34.42
"Anilios bituberculatus",142.1333,-35.3333
"Anilios bituberculatus",147.516,-34.966
"Anilios bituberculatus",140.77,-27.73
"Anilios bituberculatus",145.9239,-35.6883
"Anilios bituberculatus",141.32,-34.77
"Anilios bituberculatus",121.1225,-30.397222
"Anilios bituberculatus",144.1333,-29.85
"Anilios bituberculatus",116.016667,-32.166667
"Anilios bituberculatus",143.883,-31.433
"Anilios bituberculatus",141.268,-34.9683
"Anilios bituberculatus",138.4,-33.58
"Anilios bituberculatus",136.3606,-31.6053
"Anilios bituberculatus",146.033,-34.283
"Anilios bituberculatus",141.658,-35.8737
"Anilios bituberculatus",125.866667,-31.983333
"Anilios bituberculatus",138.15,-32.65
"Anilios bituberculatus",135.5292,-30.3636
"Anilios bituberculatus",144,-35.58
"Anilios bituberculatus",141.23,-31.88
"Anilios bituberculatus",142.32,-34.73
"Anilios bituberculatus",146.18916,-32.865
"Anilios bituberculatus",138.15,-32.65
"Anilios bituberculatus",136.13,-34.37
"Anilios bituberculatus",138.03,-34.07
"Anilios bituberculatus",139.8,-33.7778
"Anilios bituberculatus",143.883,-31.433
"Anilios bituberculatus",143.366,-31.566
"Anilios bituberculatus",135.3331,-27.5097
"Anilios bituberculatus",137.2858,-29.77
"Anilios bituberculatus",131.8,-30.47
"Anilios bituberculatus",142,-34.42
"Anilios bituberculatus",141.658,-35.8737
"Anilios bituberculatus",138.1008,-30.2869
"Anilios bituberculatus",147.083,-31.05
"Anilios bituberculatus",139.35,-25.9
"Anilios bituberculatus",143.033,-33.716
"Anilios bituberculatus",140.77,-27.73
"Anilios bituberculatus",142.33,-34.78
"Anilios bituberculatus",134.285,-24.037
"Anilios bituberculatus",138.15,-33.43
"Anilios bituberculatus",119.583333,-30.35
"Anilios bituberculatus",137,-33.5
"Anilios bituberculatus",140.02,-32.8806
"Anilios bituberculatus",121.1225,-30.397222
"Anilios bituberculatus",133.92,-32.08
"Anilios bituberculatus",144.166667,-28.083333
"Anilios bituberculatus",141.03694,-34.03193
"Anilios bituberculatus",145,-33.2
"Anilios bituberculatus",141.758,-34.1383
"Anilios bituberculatus",131.279167,-29.896389
"Anilios bituberculatus",127.783333,-30.033333
"Anilios bituberculatus",135.95,-32.85
"Anilios bituberculatus",130.67,-31.25
"Anilios bituberculatus",138.87,-30.55
"Anilios bituberculatus",135.95,-32.85
"Anilios bituberculatus",134.5044,-28.4414
"Anilios bituberculatus",147.366,-35.116
"Anilios bituberculatus",135.9411,-28.6397
"Anilios bituberculatus",139.77,-34.05
"Anilios bituberculatus",135.95,-32.85
"Anilios bituberculatus",141.975,-33.075
"Anilios bituberculatus",141.23,-31.88
"Anilios bituberculatus",141.88,-36.37
"Anilios bituberculatus",141.73,-35.03
"Anilios bituberculatus",140.95,-33.45
"Anilios bituberculatus",127.783333,-30.033333
"Anilios bituberculatus",138.15,-33.43
"Anilios bituberculatus",134.425,-27.5561
"Anilios bituberculatus",140.1586,-33.7617
"Anilios bituberculatus",115.85,-31.95
"Anilios bituberculatus",141.658,-35.8737
"Anilios bituberculatus",150.716,-29.616
"Anilios bituberculatus",121.037222,-30.330556
"Anilios bituberculatus",120.05,-33.6
"Anilios bituberculatus",131.276944,-29.896389
"Anilios bituberculatus",142.17,-34.18
"Anilios bituberculatus",121.783333,-31.516667
"Anilios bituberculatus",137.5728,-32.7756
"Anilios bituberculatus",140.9222,-32.8694
"Anilios bituberculatus",141.05,-34.58
"Anilios bituberculatus",142.12249,-34.05027
"Anilios bituberculatus",144.983,-33.466
"Anilios bituberculatus",135.52,-32.38
"Anilios bituberculatus",141.05,-34.58
"Anilios bituberculatus",145.316,-33.883
"Anilios bituberculatus",145.533,-33.483
"Anilios bituberculatus",121.1225,-30.397222
"Anilios bituberculatus",142.016,-29.433
"Anilios bituberculatus",146.2,-33.933
"Anilios bituberculatus",141.792,-34.1205
"Anilios bituberculatus",137.6261,-31.4597
"Anilios bituberculatus",141.23,-31.88
"Anilios bituberculatus",136.6308,-29.2164
"Anilios bituberculatus",142.67,-35.68
"Anilios bituberculatus",131.5,-26.2353
"Anilios bituberculatus",137.25,-31.5
"Anilios bituberculatus",142.28,-34.8
"Anilios bituberculatus",141.672,-35.8703
"Anilios bituberculatus",118.2,-30.916667
"Anilios bituberculatus",121.9375,-30.899444
"Anilios bituberculatus",143.116,-33.916
"Anilios bituberculatus",137.5728,-32.7756
"Anilios bituberculatus",135.68,-29.92
"Anilios bituberculatus",129.086944,-31.596111
"Anilios bituberculatus",138.05,-30.25
"Anilios bituberculatus",138.6631,-30.7861
"Anilios bituberculatus",140.18,-28.17
"Anilios bituberculatus",149.6,-31.433
"Anilios bituberculatus",136.6308,-29.2164
"Anilios bituberculatus",121.124167,-30.378889
"Anilios bituberculatus",140.1592,-34.165
"Anilios bituberculatus",119.766667,-32.65
"Anilios bituberculatus",120.533,-28.083
"Anilios bituberculatus",121.4,-30.833333
"Anilios bituberculatus",144.05416,-29.84416
"Anilios bituberculatus",140.233333,-25.633333
"Anilios bituberculatus",134.22,-32.8
"Anilios bituberculatus",134.22,-32.8
"Anilios bituberculatus",132.267,-24.083
"Anilios bituberculatus",140.6122,-34.2928
"Anilios bituberculatus",121.466667,-30.733333
"Anilios bituberculatus",142.316,-31.316
"Anilios bituberculatus",141.717,-35.706
"Anilios bituberculatus",142.67,-35.68
"Anilios bituberculatus",131.5,-26.2353
"Anilios bituberculatus",138.4,-33.58
"Anilios bituberculatus",147.21028,-33.91886
"Anilios bituberculatus",140.5175,-34.3442
"Anilios bituberculatus",134.2711,-32.8297
"Anilios bituberculatus",137.72,-33.97
"Anilios bituberculatus",138.15,-33.43
"Anilios bituberculatus",144.1986,-29.85416
"Anilios bituberculatus",137,-33.5
"Anilios bituberculatus",135.95,-32.85
"Anilios bituberculatus",141.5236,-29.03082
"Anilios bituberculatus",147.8167,-33.3167
"Anilios bituberculatus",141.717,-35.706
"Anilios bituberculatus",140.75,-34.1667
"Anilios bituberculatus",135.133333,-22.85
"Anilios bituberculatus",133.883,-24.733
"Anilios bituberculatus",141.08,-34.45
"Anilios bituberculatus",139.4186,-33.195
"Anilios bituberculatus",134.2711,-32.8297
"Anilios bituberculatus",147.65138,-31.18833
"Anilios bituberculatus",137.8511,-32.6997
"Anilios bituberculatus",138.2,-34.33
"Anilios bituberculatus",140.9222,-32.8694
"Anilios bituberculatus",140.7,-33.5
"Anilios bituberculatus",143.44166,-30.75305
"Anilios bituberculatus",139.47,-35.25
"Anilios bituberculatus",131.276944,-29.896389
"Anilios bituberculatus",136.82,-29.4
"Anilios bituberculatus",144.13,-36.05
"Anilios bituberculatus",140.02,-32.8806
"Anilios bituberculatus",144.25583,-31.1
"Anilios bituberculatus",140.5408,-32.0958
"Anilios bituberculatus",139.87,-33.77
"Anilios bituberculatus",142.13,-34.83
"Anilios bituberculatus",140.3683,-34.1717
"Anilios bituberculatus",143.233,-31.566
"Anilios bituberculatus",141.083,-34.4667
"Anilios bituberculatus",140.1375,-33.7611
"Anilios bituberculatus",142.1333,-35.2333
"Anilios bituberculatus",136,-33.87
"Anilios bituberculatus",142.05,-35.1667
"Anilios bituberculatus",142.79833,-34.29305
"Anilios bituberculatus",142.67,-35.68
"Anilios bituberculatus",138.2772,-30.0667
"Anilios bituberculatus",142.28,-34.87
"Anilios bituberculatus",146.00583,-32.57554
"Anilios bituberculatus",141.504,-34.9402
"Anilios bituberculatus",137.9561,-32.3
"Anilios bituberculatus",136.93,-31.08
"Anilios bituberculatus",143.67,-36.02
"Anilios bituberculatus",144.15,-29.7
"Anilios bituberculatus",132.5478,-26.1717
"Anilios bituberculatus",138.15,-33.43
"Anilios bituberculatus",140.75,-34.17
"Anilios bituberculatus",150.133,-31.283
"Anilios bituberculatus",121.5,-30.75
"Anilios bituberculatus",146.8,-29.983
"Anilios bituberculatus",140.3158,-35.8608
"Anilios bituberculatus",135.32,-30.92
"Anilios bituberculatus",139.57,-34.77
"Anilios bituberculatus",122.8,-32.016667
"Anilios bituberculatus",145.533,-33.483
"Anilios bituberculatus",138.42,-30.48
"Anilios bituberculatus",141.717,-35.706
"Anilios bituberculatus",142.516111,-28.6425
"Anilios bituberculatus",141.635,-35.8402
"Anilios bituberculatus",142.32,-35.07
"Anilios bituberculatus",142.28,-34.77
"Anilios bituberculatus",135.47,-33.05
"Anilios bituberculatus",127.733333,-30.016667
"Anilios bituberculatus",116.033333,-31.933333
"Anilios bituberculatus",137.0144,-35.0597
"Anilios bituberculatus",139.9,-35.1
"Anilios bituberculatus",139.9,-35.1
"Anilios bituberculatus",145.38277,-32.57416
"Anilios bituberculatus",137.82,-33.3
"Anilios bituberculatus",129.53454,-28.86154
"Anilios bituberculatus",138.1006,-33.04
"Anilios bituberculatus",140.3158,-35.8608
"Anilios bituberculatus",139.6025,-30.1744
"Anilios bituberculatus",121.333333,-30.833333
"Anilios bituberculatus",136.5969,-29.1831
"Anilios bituberculatus",137.490556,-35.151667
"Anilios bituberculatus",139.27,-35.12
"Anilios bituberculatus",135.45,-32.63
"Anilios bituberculatus",138.72,-34.83
"Anilios bituberculatus",136.1639,-33.9481
"Anilios bituberculatus",137.3833,-32.95
"Anilios bituberculatus",146.4,-34.55
"Anilios bituberculatus",132.5478,-26.1717
"Anilios bituberculatus",146.416,-29.616
"Anilios bituberculatus",135.47,-33.67
"Anilios bituberculatus",137,-33.5
"Anilios bituberculatus",136.57,-33.92
"Anilios bituberculatus",124.866667,-30.9
"Anilios bituberculatus",144.65,-33.8833
"Anilios bituberculatus",139.68,-29.85
"Anilios bituberculatus",146.16777,-33.01527
"Anilios bituberculatus",142.32,-35.07
"Anilios bituberculatus",134.6306,-33.1331
"Anilios bituberculatus",141.17,-34.18
"Anilios bituberculatus",141.083,-34.4667
"Anilios bituberculatus",146.116,-34.25
"Anilios bituberculatus",141.05,-34.6
"Anilios bituberculatus",140.18,-28.17
"Anilios bituberculatus",121.466667,-32.966667
"Anilios bituberculatus",117.7,-33.083333
"Anilios bituberculatus",137.93,-33.6
"Anilios bituberculatus",121.05,-30.366667
"Anilios bituberculatus",143.883,-31.433
"Anilios bituberculatus",133.57,-32.1
"Anilios bituberculatus",136.4464,-28.4156
"Anilios bituberculatus",138.15,-33.43
"Anilios bituberculatus",141.08,-34.1
"Anilios bituberculatus",147.166,-31.533
"Anilios bituberculatus",143.66472,-31.44499
"Anilios bituberculatus",138.15,-32.65
"Anilios bituberculatus",138.17,-32
"Anilios bituberculatus",119.090278,-28.561111
"Anilios bituberculatus",142.27,-34.57
"Anilios bituberculatus",147.118056,-28.997222
"Anilios bituberculatus",138.7,-34.57
"Anilios bituberculatus",146.366,-33.3
"Anilios bituberculatus",138.43,-34.18
"Anilios bituberculatus",142.32,-35.07
"Anilios bituberculatus",135.45,-32.63
"Anilios bituberculatus",134.2711,-32.8297
"Anilios bituberculatus",137.82,-33.3
"Anilios bituberculatus",141.0403,-34.0328
"Anilios bituberculatus",145.9239,-35.6883
"Anilios bituberculatus",142.67,-35.68
"Anilios bituberculatus",141.200957394687,-28.9152712317097
"Anilios bituberculatus",147.133,-33.133
"Anilios bituberculatus",142.13,-34.83
"Anilios bituberculatus",146.033,-34.283
"Anilios bituberculatus",139.1614,-35.0972
"Anilios bituberculatus",142.416,-32.4
"Anilios bituberculatus",142.32,-35.07
"Anilios bituberculatus",136.5664,-29.1369
"Anilios bituberculatus",145.55,-35.433
"Anilios bituberculatus",138.7,-34.57
"Anilios bituberculatus",141.658,-35.8833
"Anilios bituberculatus",150.9,-32.266
"Anilios bituberculatus",141.4,-34.42
"Anilios bituberculatus",117.233333,-33.066667
"Anilios bituberculatus",136.5969,-29.1831
"Anilios bituberculatus",142.42,-36.08
"Anilios bituberculatus",141.65,-36.33
"Anilios bituberculatus",147.7,-30.466
"Anilios bituberculatus",135.5853,-29.7122
"Anilios bituberculatus",133.67,-31.58
"Anilios bituberculatus",148.783333,-26.583333
"Anilios bituberculatus",142.2,-34.47
"Anilios bituberculatus",140.87,-33.9472
"Anilios bituberculatus",134.5444,-30.6964
"Anilios bituberculatus",141.68,-35.87
"Anilios bituberculatus",141.23,-31.88
"Anilios bituberculatus",135.32,-30.92
"Anilios bituberculatus",141.03694,-34.03193
"Anilios bituberculatus",115.85,-31.95
"Anilios bituberculatus",141.23,-31.88
"Anilios bituberculatus",143.883,-31.433
"Anilios bituberculatus",141.658,-35.8737
"Anilios bituberculatus",143.592,-36.3388
"Anilios bituberculatus",144.85,-34.5
"Anilios bituberculatus",138.42,-30.48
"Anilios bituberculatus",142.32,-35.07
"Anilios bituberculatus",136.57,-33.92
"Anilios bituberculatus",138.07,-32.92
"Anilios bituberculatus",138.42,-34.15
"Anilios bituberculatus",138.62,-32.73
"Anilios bituberculatus",137.82,-33.3
"Anilios bituberculatus",150.133,-31.283
"Anilios bituberculatus",140.1375,-33.7611
"Anilios bituberculatus",141.98,-35.9
"Anilios bituberculatus",121.033333,-29.7
"Anilios bituberculatus",138.5581,-31.5411
"Anilios bituberculatus",139.82,-35.62
"Anilios bituberculatus",141.785,-34.1335
"Anilios bituberculatus",119.666667,-31.583333
"Anilios bituberculatus",148.25,-32.233
"Anilios bituberculatus",119.216667,-31.116667
"Anilios bituberculatus",121.766667,-32.2
"Anilios bituberculatus",117.55,-33.683333
"Anilios bituberculatus",137.92,-34.43
"Anilios bituberculatus",141.98,-35.9
"Anilios bituberculatus",120.55,-31.166667
"Anilios bituberculatus",136.57,-33.92
"Anilios bituberculatus",137.598611,-34.942222
"Anilios bituberculatus",119.585833,-30.835
"Anilios bituberculatus",120.35,-26.6667
"Anilios bituberculatus",122.240556,-33.484444
"Anilios bituberculatus",148.616,-32.25
"Anilios bituberculatus",138.7206,-34.6722
"Anilios bituberculatus",126.261111,-32.011111
"Anilios bituberculatus",134.425,-27.5561
