"","time_mya","t_mean","t_median","t_sd","t_min","t_max","p_mean","p_median","p_sd","area_arid","area_non_arid","prop_arid","n_grid_cell"
"90",14.833,15.3469301032293,14.5587501789438,2.56916895492481,10.7076287630779,23.2837098926632,0.104949662854574,0,0.194010926321749,60,787,0.0708382526564345,847
"91",15,15.3545573188107,14.5724587030932,2.57906287127053,10.4488119402041,23.3474408700843,0.109854295598587,0,0.201975295047669,71,781,0.0833333333333333,852
"92",15.167,15.3333443630874,14.604162958294,2.53236308336911,10.7475108920825,23.3206241937186,0.104185544747787,0,0.192791606061286,63,789,0.073943661971831,852
"93",15.333,15.3193414186981,14.5771944904384,2.52300027118477,10.8644839294405,23.3291673962976,0.102611213408957,0,0.191455451860073,62,792,0.0725995316159251,854
"94",15.5,15.306885435497,14.5806713217165,2.52031771174129,10.741510708062,23.1232318346729,0.10064071908105,0,0.188603967202306,60,791,0.0705052878965922,851
"95",15.667,15.2754273600335,14.5544930070904,2.48496713072221,10.5155396050259,23.2054024661372,0.0997323050177228,0,0.18644218147002,59,789,0.0695754716981132,848
"96",15.833,15.3003337718988,14.5174327708871,2.52721945957864,10.3221778172471,23.0432486777071,0.0989555176462559,0,0.185384812487835,59,786,0.0698224852071006,845
"97",16,15.3063369811532,14.5440958745111,2.55308664900211,9.92507388946217,23.3101179221215,0.0980295860179814,0,0.184433119594461,58,792,0.0682352941176471,850
"98",16.167,15.2827408050674,14.5084873083504,2.53705027292334,9.85301667488929,23.2622623789988,0.0959810428830421,0,0.181084359927308,55,789,0.0651658767772512,844
"99",16.333,15.2295475027648,14.4887853754434,2.50550770967615,9.82328595944085,23.1984992840974,0.0957718603868194,0,0.181007693317076,52,787,0.0619785458879619,839
"100",16.5,15.1985737936656,14.4878282252708,2.50014797472885,10.0326169503124,23.1906922787505,0.0937296598398199,0,0.179060123486011,50,790,0.0595238095238095,840
"101",16.667,15.1475453462642,14.4700597694674,2.43384590816789,10.3066518041118,23.4391899108887,0.0917431882021447,0,0.176594438169647,48,790,0.0572792362768496,838
"102",16.833,15.1528152090429,14.458449507866,2.41609670274181,10.6708967094635,23.1652747342557,0.0883330408611829,0,0.17196083188571,45,793,0.0536992840095465,838
"103",17,15.0675017435352,14.4362556706043,2.36254383514066,10.6102722124194,22.9776257848805,0.0878747810390946,0,0.171838796590901,45,778,0.054678007290401,823
"104",17.167,15.061302540088,14.4108007870844,2.34328653700246,10.849627031865,22.923815074634,0.0874460924160541,0,0.17143885145521,44,778,0.0535279805352798,822
"105",17.333,15.0351136776006,14.3924484112938,2.33037700427095,11.0456408449261,22.7000239863894,0.085954087349593,0,0.169669997834883,42,773,0.0515337423312883,815
"106",17.5,15.0518521001814,14.377717215702,2.38699588996816,11.4879393134181,22.8776554866662,0.0824197637009058,0,0.163802776371218,39,779,0.0476772616136919,818
"107",17.667,15.0279371753167,14.4118138994816,2.3527136497516,11.317767113361,23.0999271897445,0.0813468741778786,0,0.162601977814007,38,778,0.0465686274509804,816
"108",17.833,15.0156543631584,14.3962552246586,2.32989444245272,11.2612983570302,23.1113038899997,0.0790445981924105,0,0.159317984908846,37,782,0.0451770451770452,819
"109",18,14.9542160311615,14.3481697291266,2.30368909974207,11.1177900368976,22.7952394335986,0.0770894142510895,0,0.157621682424655,36,774,0.0444444444444444,810
"110",18.167,14.9126666867174,14.3395240252084,2.269038008553,10.8140060403064,22.8594141018003,0.0745698579062123,0,0.154547977065038,33,776,0.0407911001236094,809
"111",18.333,14.8795114537661,14.3409322076181,2.24479166767508,10.8026112130545,22.82566846693,0.0719896011123435,0,0.150810926748391,28,776,0.0348258706467662,804
"112",18.5,14.8799273467366,14.3461127499311,2.27872118727985,10.8454882859661,23.4247113427343,0.0708862139677567,0,0.148771165397316,26,776,0.0324189526184539,802
"113",18.667,14.8536788112455,14.3135584304286,2.21783844481073,10.9975169400273,22.8404307041144,0.0701196829016917,0,0.147878514275276,25,775,0.03125,800
"114",18.833,14.8443887673808,14.3127193474614,2.21648523092,10.8612485060981,23.414249420166,0.0683944168630404,0,0.144860096778798,22,772,0.0277078085642317,794
"115",19,14.7948794582449,14.2679502076338,2.18764214553824,10.8084463999633,23.2494068145752,0.0674671314114887,0,0.14377678867419,22,770,0.0277777777777778,792
"116",19.167,14.7939104335681,14.2564320374123,2.18168901796252,11.0776635728968,22.8691387176514,0.0675169238743685,0,0.14358860451388,21,767,0.0266497461928934,788
"117",19.333,14.7795674518196,14.252815290457,2.19320772434659,11.4050314233829,22.7527880480795,0.0654175650066895,0,0.140332278484706,20,770,0.0253164556962025,790
"118",19.5,14.7805171969815,14.2487256928297,2.20828173354606,11.2308402336923,22.852384892408,0.0651400380669305,0,0.139841724403831,20,770,0.0253164556962025,790
"119",19.667,14.7519268776258,14.2421807936927,2.19054067874966,11.1226865778772,22.863184384419,0.0640052996940086,0,0.137455729500167,18,768,0.0229007633587786,786
"120",19.833,14.7942411743562,14.223669848638,2.25355357935375,11.2274577805442,23.2059494687408,0.0603740927565119,0,0.133608398938536,18,774,0.0227272727272727,792
"121",20,14.8244166595228,14.2503875334186,2.26570883793646,11.316247670009,23.3296143722715,0.0616595340726794,0,0.137265949428815,21,776,0.0263488080301129,797
"122",20.167,14.7537547388495,14.2475069766216,2.16144033103506,11.0728096498344,23.1538087847759,0.0581324092309003,0,0.12998292663658,15,777,0.0189393939393939,792
"123",20.333,14.7138164250762,14.2306661605835,2.11333153071338,11.0574502609542,23.1990186638841,0.0561124675532161,0,0.126057870474162,13,778,0.0164348925410872,791
