"","time_mya","t_mean","t_median","t_sd","t_min","t_max","p_mean","p_median","p_sd","prec_mean","prec_median","prec_sd","area_arid","area_non_arid","prop_arid","n_grid_cell"
"111",18.333,21.5754995489439,21.5824565887451,4.26843820407239,6.12811088562012,31.7229385375977,0.0640713706407137,0,0.244979395037636,2.43466088169136,2.24493217468262,1.03073290216639,79,1154,0.0640713706407137,1233
"112",18.5,21.477979068905,21.4848041534424,4.29798172592022,5.78382968902588,31.5555210113525,0.0641233766233766,0,0.245072069916361,2.42410356636962,2.24461674690247,1.00932858002759,79,1153,0.0641233766233766,1232
"113",18.667,21.4032382827028,21.3697996139526,4.32812294617972,5.43954849243164,31.3881053924561,0.0640713706407137,0,0.244979395037636,2.424683890656,2.24493217468262,1.00842282696399,79,1154,0.0640713706407137,1233
"114",18.833,21.3578807177169,21.2932214736938,4.29487206474297,5.0952672958374,31.2206878662109,0.0644897959183673,0,0.245723731171461,2.42068611651324,2.2383428812027,1.01113774573168,79,1146,0.0644897959183673,1225
"115",19,21.2568389691691,21.2026615142822,4.33509947268883,4.75098609924316,31.0532722473145,0.0632183908045977,0,0.2434553100877,2.41766454949384,2.23807048797607,1.00341022414385,77,1141,0.0632183908045977,1218
"116",19.167,21.1356941685752,21.1497840881348,4.46676734349447,1.82881200313568,30.8858547210693,0.0629599345870809,0,0.242990245567414,2.42417687714637,2.24473857879639,1.00664584979877,77,1146,0.0629599345870809,1223
"117",19.333,21.0211873106801,21.0390892028809,4.49904745882782,1.43512439727783,30.7184391021729,0.0629084967320261,0,0.242897549900902,2.41276563206191,2.24461674690247,0.97130484943357,77,1147,0.0629084967320261,1224
"118",19.5,20.9420040936952,20.9703893661499,4.51466116602952,1.04143679141998,30.2168884277344,0.0628571428571429,0,0.24280495951692,2.41572499047504,2.24473857879639,0.974505895190602,77,1148,0.0628571428571429,1225
"119",19.667,20.8459023020667,20.9021835327148,4.52364335566768,0.647749245166779,30.1886024475098,0.0637254901960784,0,0.244363126313697,2.40330035661015,2.23861527442932,0.957334147029881,78,1146,0.0637254901960784,1224
"120",19.833,20.7424881056001,20.8245220184326,4.55696904949519,0.254061639308929,30.1603164672852,0.0629084967320261,0,0.242897549900902,2.40528006434307,2.24461674690247,0.955350898328685,77,1147,0.0629084967320261,1224
"121",20,20.58275220297,20.7145690917969,4.64899577678258,-0.13962596654892,30.1320285797119,0.0632090761750405,0,0.243437287494538,2.40425662303528,2.24662709236145,0.945534549788775,78,1156,0.0632090761750405,1234
"122",20.167,20.657057977066,20.7593212127686,4.61292304128213,0.294820547103882,30.1214027404785,0.0630048465266559,0,0.243069867249167,2.41013402697256,2.24662709236145,0.957390729827277,78,1160,0.0630048465266559,1238
"123",20.333,20.6829319003534,20.7945222854614,4.61235726862748,0.72922146320343,30.0724658966064,0.0628525382755842,0,0.242795383808659,2.41040143896939,2.24701476097107,0.952596827786593,78,1163,0.0628525382755842,1241
"124",20.5,20.7403983308719,20.8341999053955,4.57931562500349,1.15902352333069,30.0634326934814,0.0618473895582329,0,0.240974960681093,2.41967790303649,2.24744999408722,0.964542791328349,77,1168,0.0618473895582329,1245
"125",20.667,20.7475978731453,20.7718181610107,4.53485952600911,1.58873426914215,30.0544013977051,0.0627009646302251,0,0.24252182185921,2.41589827066732,2.24662709236145,0.96130282238526,78,1166,0.0627009646302251,1244
"126",20.833,20.7733788286385,20.7819471359253,4.49221647182884,2.01844525337219,30.0453681945801,0.0625501202886929,0,0.242249176297712,2.41673678218534,2.24701476097107,0.95720436150835,78,1169,0.0625501202886929,1247
"127",21,20.8077917761563,20.7982330322266,4.4610607898876,2.44815587997437,30.0363368988037,0.0624499599679744,0,0.242067919192118,2.4192707132328,2.24744999408722,0.957198775903191,78,1171,0.0624499599679744,1249
"128",21.167,20.8540134292258,20.8580160140991,4.48038662273423,0.360400408506393,29.7187156677246,0.0621513944223108,0,0.241526563196914,2.42301279701616,2.2498950958252,0.951601766494925,78,1177,0.0621513944223108,1255
"129",21.333,20.8502087234155,20.8660736083984,4.48399589809632,0.847841620445251,29.7132530212402,0.0621513944223108,0,0.241526563196914,2.41884996405114,2.2498950958252,0.941192643056023,78,1177,0.0621513944223108,1255
"130",21.5,20.8964294841429,20.8975696563721,4.44522314321688,1.33528280258179,29.7077903747559,0.0610626486915147,0,0.239540194544016,2.4210692594556,2.25378668308258,0.933929840028127,77,1184,0.0610626486915147,1261
