"genus","species","scientific_name_intepreted","catalogue_number","institution","decimal_latitude_wgs84","decimal_longitude_wgs84","year","month","day","record_id"
"Anilios","Anilios nigrescens","Anilios nigrescens","SIXRI1053170","",-33.0867360311344,151.420493,2015,2,27,"a8458468-286a-485a-86ac-351d3c31d177"
"Anilios","Anilios nigrescens","Anilios nigrescens","R.71309","Australian Museum",-34,151.216,1971,9,NA,"a8f64f3b-4f67-4a8c-8acc-b56d18753542"
"Anilios","Anilios nigrescens","Anilios nigrescens","R.145516","Australian Museum",-30.166,151.2,1991,3,NA,"a8fcfe3a-9db7-4ca8-a028-21453340e1e6"
"Anilios","Anilios nigrescens","Anilios nigrescens","HO000005","",-32.763975030656,151.752011,1982,8,5,"a915bde0-78aa-4784-8df0-52ef13d1d9ff"
"Anilios","Anilios nigrescens","Anilios nigrescens","R7123","Museums Victoria",-30.82,153,NA,NA,NA,"a91cc344-b8c4-460b-aca6-9d0bc7e78e87"
"Anilios","Anilios nigrescens","Anilios nigrescens","R.73715","Australian Museum",-29.283,151.7,1974,2,9,"a9363b65-eeee-43e9-bf53-f1ff5a15cf54"
"Anilios","Anilios nigrescens","Anilios nigrescens","J22279","Queensland Museum",-25.916667,153.016667,1972,4,2,"a94183ff-5702-4155-931e-d33ab06a6658"
"Anilios","Anilios nigrescens","Anilios nigrescens","WD32410","",-29.3621740252763,152.30563,1980,12,15,"a969b625-8521-464a-bf1e-e95962470ed1"
"Anilios","Anilios nigrescens","Anilios nigrescens","3884023","",-36.8984799990938,145.98462,1983,10,16,"a97a6061-eb1c-43ba-ab2f-92de496b444b"
"Anilios","Anilios nigrescens","Anilios nigrescens","R.157114","Australian Museum",-29.80166,151.98249,1998,12,2,"a97b7f1b-fa6b-417e-a6c7-b3e6043677ef"
"Anilios","Anilios nigrescens","Anilios nigrescens","SPJGI5719095","",-33.4046700315986,151.36352,2013,10,26,"a9968c2f-6a36-4b5f-9005-aeb3fb77eeb0"
"Anilios","Anilios nigrescens","Anilios nigrescens","R.14316","Australian Museum",-33.733,151.3,NA,NA,NA,"a9c91046-5ac4-4eb7-8d7d-5f7ffab5daaa"
"Anilios","Anilios nigrescens","Anilios nigrescens","R.145555.001","Australian Museum",-33.6736,150.76555,1994,11,4,"a9fcda97-b7f1-44b4-9dc4-45dde76e1cb4"
"Anilios","Anilios nigrescens","Anilios nigrescens","SDMPI0936146","",-32.8153800307327,151.617948,2020,11,9,"aa1be44d-8624-454f-9103-192a6655ae71"
"Anilios","Anilios nigrescens","Anilios nigrescens","R.2296","Australian Museum",-36.683,149.85,NA,NA,NA,"aa93dab2-4fc9-4d7a-9038-b3e5bd5be967"
"Anilios","Anilios nigrescens","Anilios nigrescens","3846409","",-36.6777199990959,145.82557,1984,2,24,"aa9f046b-6f0e-4c73-8d00-d38ce7b4e2d0"
"Anilios","Anilios nigrescens","Anilios nigrescens","SF-572359","",-31.7403350290953,152.638667,2001,12,4,"aaaa3798-93c8-4190-8f9b-735818ef6908"
"Anilios","Anilios nigrescens","Anilios nigrescens","R.390","Australian Museum",-33.833,151.133,NA,NA,NA,"ab26aa9c-6aaf-4a9a-8cb9-7e453b9feb99"
"Anilios","Anilios nigrescens","Anilios nigrescens","SDMPI0115653","",-28.6273680240615,153.576783,2004,8,20,"ab6c8ee2-1524-4001-ba8f-b8d531216dc3"
"Anilios","Anilios nigrescens","Anilios nigrescens","SJJT03102735","",-35.5685350345411,147.834368,2002,9,19,"abe56efb-e755-4f37-bd02-e8400a066a35"
"Anilios","Anilios nigrescens","Anilios nigrescens","R.158468","Australian Museum",-34,151.033,1999,5,NA,"abfef468-6be7-4fe4-ab0f-b4e20186def7"
"Anilios","Anilios nigrescens","Anilios nigrescens","SPXEI0008986","",-28.7869810243262,152.739801,1988,10,29,"ac45881f-d21a-43c0-997a-a41501622417"
"Anilios","Anilios nigrescens","Anilios nigrescens","R.76721","Australian Museum",-33.133,150.716,1978,10,7,"ac64710b-663f-4a03-8d66-2ba8e4097b9c"
"Anilios","Anilios nigrescens","Anilios nigrescens","R.70067","Australian Museum",-33.733,151.283,NA,NA,NA,"acb0c5c9-7ea7-4c9d-acca-c7ac2af190f2"
"Anilios","Anilios nigrescens","Anilios nigrescens","SDLC97101411","",-28.5207220238845,152.748634,1997,3,14,"acb165f9-e652-4bf2-96ab-f0e7f16276e2"
"Anilios","Anilios nigrescens","Anilios nigrescens","R.7287","Australian Museum",-33.85,151.233,NA,NA,NA,"acb34844-ab25-439f-9f97-f67440131653"
"Anilios","Anilios nigrescens","Anilios nigrescens","J78458","Queensland Museum",-26.308056,152.835,2000,12,20,"acbcd6dc-87f3-4b83-92cd-80b8db3a8fca"
"Anilios","Anilios nigrescens","Anilios nigrescens","SRMA0604240D","",-32.4628730302035,150.20344,2006,1,16,"ad550f08-c3fe-459d-b484-f8fdf3798352"
"Anilios","Anilios nigrescens","Anilios nigrescens","R.132766","Australian Museum",-28.833,153.433,NA,NA,NA,"ad786728-ed84-4c9b-b56f-c759bb34b152"
"Anilios","Anilios nigrescens","Anilios nigrescens","R.44668","Australian Museum",-28.99138,152.16166,1971,3,27,"adb60dc3-2dec-49c0-b2f1-f925c5f94829"
"Anilios","Anilios nigrescens","Anilios nigrescens","R.57147","Australian Museum",-33,150.666,1976,9,12,"adc4b5ae-0583-4d5f-9c66-dbb960400059"
"Anilios","Anilios nigrescens","Anilios nigrescens","SRMA0602021L","",-32.601126030412,150.202344,2005,9,20,"adc6a598-ff1d-4ac4-be5c-4026e3179911"
"Anilios","Anilios nigrescens","Anilios nigrescens","SPJGI6024552","",-28.8217500243838,153.33124,2018,1,8,"adf956e8-365c-4ed7-9f3d-e6f95206b385"
"Anilios","Anilios nigrescens","Anilios nigrescens","SPXE0111281K","",-34.3516930329356,150.812466,2001,10,24,"ae17044d-754d-4087-aa06-adda47b6f83f"
"Anilios","Anilios nigrescens","Anilios nigrescens","R.133098","Australian Museum",-33.533,151.216,1989,8,13,"ae4a516d-d6fd-440b-b085-d4c1ee37285c"
"Anilios","Anilios nigrescens","Anilios nigrescens","20295","",-35.4539000343957,149.205,NA,NA,NA,"ae576e2f-2f5b-4562-ba4d-56ccbb93aeeb"
"Anilios","Anilios nigrescens","Anilios nigrescens","SJJSI0811776","",-33.7627210321124,151.033362,2010,1,1,"ae69ae74-ee63-4fa1-89cb-887805784734"
"Anilios","Anilios nigrescens","Anilios nigrescens","SF-419383","",-33.093965031145,151.36667,1999,10,18,"aeaa0fda-9af6-4c13-bce0-009d7fc50401"
"Anilios","Anilios nigrescens","Anilios nigrescens","R.15680","Australian Museum",-33.866,151.2,NA,NA,NA,"aeeae415-1e32-4088-ac60-687bdd4a22c6"
"Anilios","Anilios nigrescens","Anilios nigrescens","R.11236","Australian Museum",-33.916,149.366,NA,NA,NA,"aefee802-08d3-4500-8fad-97cf00231ba9"
"Anilios","Anilios nigrescens","Anilios nigrescens","R.7629","Australian Museum",-33.966,150.883,NA,NA,NA,"af43c8b9-ead9-4732-bc41-48b9e3d040ef"
"Anilios","Anilios nigrescens","Anilios nigrescens","SLTM0709285S","",-33.7607810321096,151.251829,2007,8,10,"afa1da4c-64a3-41bd-b7f0-f88482e576de"
"Anilios","Anilios nigrescens","Anilios nigrescens","R02482","Commonwealth Scientific and Industrial Research Organisation",-35.3,149.0833,NA,NA,NA,"afd75e8b-9fba-4bb3-8223-c1a389765f6c"
"Anilios","Anilios nigrescens","Anilios nigrescens","455-AGIS","",-28.7869810243262,152.739801,1989,10,25,"affec197-97c3-471d-8171-9ee3eaa445a9"
"Anilios","Anilios nigrescens","Anilios nigrescens","66641199","",-32.838587,150.217768,2020,12,16,"b01de5a6-27d5-4053-bd1b-5917f8faa318"
"Anilios","Anilios nigrescens","Anilios nigrescens","R.27384","Australian Museum",-34.05,151.15,1969,5,NA,"b0374117-f5ba-4ac4-b890-236c43e01cd6"
"Anilios","Anilios nigrescens","Anilios nigrescens","R.111882","Australian Museum",-33.65,151.216,1982,12,24,"b0714d5c-936d-4a3c-8027-0f27d49873e3"
"Anilios","Anilios nigrescens","Anilios nigrescens","3881097","",-37.3484899990898,145.10131,1979,10,21,"b0cc4392-7a80-4787-a433-527ef820c285"
"Anilios","Anilios nigrescens","Anilios nigrescens","J91776","Queensland Museum",-27.35,152.866667,NA,NA,NA,"b0ceabf9-45f9-45f5-8d67-2f4530361956"
"Anilios","Anilios nigrescens","Anilios nigrescens","SWDA9904194L","",-32.8844880308355,149.940672,1995,5,1,"b0d87370-cdef-4149-a00f-2fa60ed63e1c"
"Anilios","Anilios nigrescens","Anilios nigrescens","SPJGI5490065","",-33.6967100320184,151.26636,2011,7,15,"b0daba05-28df-466e-afed-2a99b25d9173"
"Anilios","Anilios nigrescens","Anilios nigrescens","SMZS19092653","",-34.2771040328329,150.783442,2019,9,24,"b0e89eb9-967d-45c3-ac46-db302a2f7865"
"Anilios","Anilios nigrescens","Anilios nigrescens","SRMA0602139W","",-32.9611810309492,150.369128,2005,10,13,"b11b62b6-c008-48d5-9dde-b0c631efd268"
"Anilios","Anilios nigrescens","Anilios nigrescens","SPXEI0026728","",-30.0176510263493,152.589389,1994,12,7,"b11e8243-347a-45b4-b1ae-dfa36bcd1724"
"Anilios","Anilios nigrescens","Anilios nigrescens","21409","",-35.4252000343592,149.102,NA,NA,NA,"b13e8174-e861-4ab4-8bb2-2a4d1bae62ec"
"Anilios","Anilios nigrescens","Anilios nigrescens","R.27303","Australian Museum",-30.3,150.25,1967,11,NA,"b167986e-9742-4786-8b63-1d450838dd74"
"Anilios","Anilios nigrescens","Anilios nigrescens","SJMP980123CS","",-33.2227390313339,149.952484,1998,1,7,"b190711b-3982-47ac-8a52-09620cc45f84"
"Anilios","Anilios nigrescens","Anilios nigrescens","R.110724","Australian Museum",-34.233,150.983,1970,11,22,"b190c863-8173-4994-8f92-9977a902d8f2"
"Anilios","Anilios nigrescens","Anilios nigrescens","R.162270.001","Australian Museum",-28.65,153.616,2002,5,11,"b1b9a8ac-af5c-496e-a8fe-b75c67d3b6a0"
"Anilios","Anilios nigrescens","Anilios nigrescens","SMZS2008282P","",-34.3259490329002,150.692482,2020,8,22,"b1c1c97b-a2f0-4bcf-9af0-61e76065b1e8"
"Anilios","Anilios nigrescens","Anilios nigrescens","SSLSI0014872","",-32.0352350295512,151.963209,2004,1,13,"b1e88321-aa87-4ce2-b50a-b72d88441108"
"Anilios","Anilios nigrescens","Anilios nigrescens","R.64012","Australian Museum",-29.383,151.883,1971,11,NA,"b2283c92-7824-4b0e-bd17-f6e3df9c7956"
"Anilios","Anilios nigrescens","Anilios nigrescens","R.90483","Australian Museum",-35.916,147.416,1979,10,29,"b246cca8-90a5-46b3-9b00-1d9a02d2528a"
"Anilios","Anilios nigrescens","Anilios nigrescens","SDMPI0222839","",-29.4481320254176,153.334145,2005,9,10,"b252a980-b100-4758-8cd2-2d4e2042ee6b"
"Anilios","Anilios nigrescens","Anilios nigrescens","R.1456","Australian Museum",-33.916,151.25,NA,NA,NA,"b29d2242-3ae1-4591-9da5-994cad404b58"
"Anilios","Anilios nigrescens","Anilios nigrescens","SJJSI0009842","",-32.1565260297373,149.746518,2005,11,11,"b2a1d30a-c025-4833-9fc5-277c9dd37035"
"Anilios","Anilios nigrescens","Anilios nigrescens","R.12254","Australian Museum",-33.866,151.2,1938,5,25,"b2b98e2f-766e-4625-a5c7-4ff66e3609e7"
"Anilios","Anilios nigrescens","Anilios nigrescens","SRMA060213AE","",-32.9677820309589,150.371306,2005,10,12,"b2dfa18d-f93c-46a8-b25e-4b7186dc6662"
"Anilios","Anilios nigrescens","Anilios nigrescens","J43780","Queensland Museum",-24.366667,150.983333,NA,NA,NA,"b3047e94-a84d-4428-bdbf-f53919ddd493"
"Anilios","Anilios nigrescens","Anilios nigrescens","20277","",-35.5666000345387,149.102,1993,12,16,"b3854a0b-2a68-489a-8044-63b931f96d9f"
"Anilios","Anilios nigrescens","Anilios nigrescens","SDMPI0213812","",-28.2598220234507,153.566015,2006,11,27,"b3886902-f51f-4ff1-89f3-6838cd370a85"
"Anilios","Anilios nigrescens","Anilios nigrescens","SPJGI6027491","",-29.676912025793,152.922591,2017,8,11,"b38d221a-ecdc-4c59-8014-d05055bf69fe"
"Anilios","Anilios nigrescens","Anilios nigrescens","SPJGI5585855","",-30.631529027342,153.011692,2016,11,15,"b3c7d32d-bb30-498f-80bd-68408de53758"
"Anilios","Anilios nigrescens","Anilios nigrescens","4151945","",-36.4083299990984,145.69167,1996,NA,NA,"b40ccba1-eab6-4d72-8ac2-b3d3b9cbdcda"
"Anilios","Anilios nigrescens","Anilios nigrescens","SPJGI5606935","",-33.8991440323055,150.609346,2016,10,2,"b41e5c8d-9d48-43ac-8325-457c7c3a70f0"
"Anilios","Anilios nigrescens","Anilios nigrescens","R.1246","Australian Museum",-34.066,150.816,NA,NA,NA,"b4584b83-7dfd-423a-a574-db86a25dd025"
"Anilios","Anilios nigrescens","Anilios nigrescens","SPJGI5499123","",-29.647020025744,152.74439,2011,10,8,"b4585ddd-a291-452c-a4e3-2e822cb062be"
"Anilios","Anilios nigrescens","Anilios nigrescens","R.398","Australian Museum",-33.916,151.25,NA,NA,NA,"b46def37-8d48-49a8-bb78-76c0b57dc5ef"
"Anilios","Anilios nigrescens","Anilios nigrescens","J57932","Queensland Museum",-26.666667,152.6,1993,11,10,"b470acad-1816-4c51-a623-9380349390d2"
"Anilios","Anilios nigrescens","Anilios nigrescens","SPJGI5648520","",-29.4210140253731,153.32829,2012,2,6,"b4a0158b-f8de-4ae1-ac43-6c9921af84a8"
"Anilios","Anilios nigrescens","Anilios nigrescens","R.73655","Australian Museum",-30.333,152.716,1977,1,12,"b4b3bbe1-e7ad-473a-aeb5-823dcb58c5df"
"Anilios","Anilios nigrescens","Anilios nigrescens","10261-AGIS","",-30.1724820266009,153.183879,1993,10,4,"b4bb454b-374e-4c8d-8bef-4f8f348792ab"
"Anilios","Anilios nigrescens","Anilios nigrescens","J31590","Queensland Museum",-26.666667,152.883333,NA,NA,NA,"b4cd51c6-ad64-41ae-a977-3eccb2016876"
"Anilios","Anilios nigrescens","Anilios nigrescens","SRMA0605160N","",-33.9436320323682,150.919835,2006,4,26,"b4d584e1-ca8a-41cd-97fa-fe933caf4847"
"Anilios","Anilios nigrescens","Anilios nigrescens","20288","",-35.2576000341439,149.041,NA,NA,NA,"b4e5ae5d-6af8-4178-84c3-7d2825d3e7a5"
"Anilios","Anilios nigrescens","Anilios nigrescens","11404-AGIS","",-29.8085570260083,151.975573,1992,3,19,"b52aaa2b-c4c8-439a-b29c-970dc1f64b89"
"Anilios","Anilios nigrescens","Anilios nigrescens","R.9180","Australian Museum",-33.816,151.083,NA,NA,NA,"b55db8ad-9535-494a-8580-c24e81e8ebed"
"Anilios","Anilios nigrescens","Anilios nigrescens","R.93811","Australian Museum",-34.133,150.616,1978,9,2,"b5616f29-0c75-4ddd-9f7d-85577923c669"
"Anilios","Anilios nigrescens","Anilios nigrescens","SRMA0602020V","",-32.596499030405,150.197035,2005,9,20,"b5a6461d-1deb-4ce8-9fac-f3762359508f"
"Anilios","Anilios nigrescens","Anilios nigrescens","R05767","Commonwealth Scientific and Industrial Research Organisation",-28.5894,153.3753,1995,3,26,"b5a8c062-b7ef-4e17-af3d-5e7007942e39"
"Anilios","Anilios nigrescens","Anilios nigrescens","R.911","Australian Museum",-29.066,153.35,NA,NA,NA,"b5bc39a2-6794-488a-90a2-9a3cfd098db6"
"Anilios","Anilios nigrescens","Anilios nigrescens","R00613","Commonwealth Scientific and Industrial Research Organisation",-35.2833,149.2167,NA,NA,NA,"b5f2c1fc-fbab-4d01-b856-be96e7b0fbc5"
"Anilios","Anilios nigrescens","Anilios nigrescens","D4710","Museums Victoria",-28.48,152.97,NA,NA,NA,"b5f54a2d-44d7-4702-8926-41a98c26ece0"
"Anilios","Anilios nigrescens","Anilios nigrescens","R.57824","Australian Museum",-30.533,152,1976,10,4,"b60eb453-d791-4b69-8998-1185d80b5ef7"
"Anilios","Anilios nigrescens","Anilios nigrescens","J31973","Queensland Museum",-27.433333,153.1,1977,11,7,"b65bb661-b3c7-4a21-b33c-71d45e60b5bb"
"Anilios","Anilios nigrescens","Anilios nigrescens","R.70065","Australian Museum",-33.733,151.283,NA,NA,NA,"b694bae6-8f81-4f1b-b05c-e22dc5aec1f7"
"Anilios","Anilios nigrescens","Anilios nigrescens","SJJSI0887098","",-30.3546250268959,150.270665,2018,11,22,"b6a1b9f3-5b90-4414-8ac4-7ccd40fb56d9"
"Anilios","Anilios nigrescens","Anilios nigrescens","R.89454","Australian Museum",-30.683,151.483,1975,3,18,"b6eaeb60-ebc6-4e1d-b11c-551e4c9696c0"
"Anilios","Anilios nigrescens","Anilios nigrescens","SGEM1805210A","",-32.3715520300651,152.457539,2014,12,31,"b73b7fdc-aa7b-4ed0-8188-c7f71fbb5933"
"Anilios","Anilios nigrescens","Anilios nigrescens","R.49127","Australian Museum",-30.333,152.716,1974,12,27,"b73d891d-2b82-476f-b2d1-4c8ef069e74b"
"Anilios","Anilios nigrescens","Anilios nigrescens","58227-HO","",-33.7474870320907,150.480395,1991,11,16,"b74d3bae-bf54-4d33-acb2-583e78b86e3e"
"Anilios","Anilios nigrescens","Anilios nigrescens","6565-NR","",-29.3570660252679,152.367478,1980,11,17,"b74f871b-f33a-49c9-93fc-71bc7683deb9"
"Anilios","Anilios nigrescens","Anilios nigrescens","SSQR0312031U","",-34.2806900328379,150.405979,2003,11,5,"b75d40b3-b64b-4e69-8d3d-9aa84c513c86"
"Anilios","Anilios nigrescens","Anilios nigrescens","SDMPI0073619","",-28.628245024063,153.593157,2004,9,1,"b765c820-3165-4788-9137-c5b9e7cb091f"
"Anilios","Anilios nigrescens","Anilios nigrescens","R.112906","Australian Museum",-30.90611,151.12804,1983,12,8,"b799bab5-1798-42d1-be99-41869764d6a7"
"Anilios","Anilios nigrescens","Anilios nigrescens","D16304","Museums Victoria",-37.12,146.28,1967,12,30,"b7a2e864-6c7d-4ac8-b5aa-6ad0fb45c7bb"
"Anilios","Anilios nigrescens","Anilios nigrescens","SPJGI5571665","",-29.6811930258,152.925044,2016,9,8,"b80fd6f3-c74c-4c06-8822-88095ad8f5e8"
"Anilios","Anilios nigrescens","Anilios nigrescens","R.95578","Australian Museum",-33.416,149.583,NA,NA,NA,"b82d64ad-b263-44de-bc7c-5ad448ffffc6"
"Anilios","Anilios nigrescens","Anilios nigrescens","R.9389","Australian Museum",-29.433,151.7,NA,NA,NA,"b84c553e-589a-455c-9f11-caec7f6dc213"
"Anilios","Anilios nigrescens","Anilios nigrescens","J6171","Queensland Museum",-26.483333,152.95,NA,NA,NA,"b90eb29a-7634-4bd3-8823-8148de3fe40b"
"Anilios","Anilios nigrescens","Anilios nigrescens","R.184891.001","Australian Museum",-33.68254,151.23088,2020,1,19,"b913c796-7a0e-4fa7-9458-a299067f992c"
"Anilios","Anilios nigrescens","Anilios nigrescens","SPJGI6069007","",-33.4435000316548,151.42614,2018,4,21,"b9570d54-2608-49ba-86f3-f11e728629ef"
"Anilios","Anilios nigrescens","Anilios nigrescens","R.1740","Australian Museum",-31.083,152.833,NA,NA,NA,"b9f4e485-c67e-4c1d-b4e5-3c801cb945ca"
"Anilios","Anilios nigrescens","Anilios nigrescens","R04960","Commonwealth Scientific and Industrial Research Organisation",-35.1333,148.95,1986,11,17,"ba31afba-283a-42a2-bce8-60fe38a0b7f0"
"Anilios","Anilios nigrescens","Anilios nigrescens","J3489","Queensland Museum",-28.3,152.666667,NA,NA,NA,"ba3a839a-bb12-4ef7-989a-0d57d9ee8805"
"Anilios","Anilios nigrescens","Anilios nigrescens","SRZH16012800","",-32.6602280305007,151.026105,2016,1,27,"ba5fca4e-05cc-440e-9d54-0ea651163901"
"Anilios","Anilios nigrescens","Anilios nigrescens","R31021","South Australian Museum",-28.8,152.08,NA,NA,NA,"ba6881e5-4b94-4f67-82bd-9306a4ccdb45"
"Anilios","Anilios nigrescens","Anilios nigrescens","5651952","",-37.2240399990909,145.3722,2005,9,24,"ba7fa2a4-9e29-458a-8b2c-af7be4775db2"
"Anilios","Anilios nigrescens","Anilios nigrescens","D64965","Museums Victoria",-36.75,146.32,1989,11,16,"baaa3010-908e-4dd2-a322-4ccffbae552d"
"Anilios","Anilios nigrescens","Anilios nigrescens","SCJP9805010E","",-34.1752220326919,151.045932,1996,3,7,"bab0c8fa-08a7-4d74-931e-7cdd5298ff91"
"Anilios","Anilios nigrescens","Anilios nigrescens","R.158505","Australian Museum",-28.866,153.05,1999,1,6,"babe4636-4d2f-418e-bcc7-1ea49d67e009"
"Anilios","Anilios nigrescens","Anilios nigrescens","61531-HO","",-32.3524540300361,152.346867,1995,7,6,"badf683f-daf2-4277-ab30-2ee5e66dca33"
"Anilios","Anilios nigrescens","Anilios nigrescens","R.11849","Australian Museum",-28.533,153.35,NA,NA,NA,"bafbd101-14fe-4b70-ab01-422db1060608"
"Anilios","Anilios nigrescens","Anilios nigrescens","R.44674","Australian Museum",-30.56777,151.54638,1975,10,6,"bb029e3a-bf02-4cf6-b54a-2b75c49e4503"
"Anilios","Anilios nigrescens","Anilios nigrescens","20296","",-35.2835000341773,149.156,1990,11,14,"bb8a8ffd-d7b1-464e-8293-cbbf304af79f"
"Anilios","Anilios nigrescens","Anilios nigrescens","65427404","",-33.747245,151.197258,2020,11,22,"bbb2cdd2-2c82-45bd-b884-01880ab72ba2"
"Anilios","Anilios nigrescens","Anilios nigrescens","SMZS1709160J","",-34.4099180330155,150.715838,2017,9,9,"bbc6256c-23e8-41a5-bd8a-8722072a4d10"
"Anilios","Anilios nigrescens","Anilios nigrescens","SJJSI0933491","",-34.315580032886,150.7196,2016,10,11,"bbf850ec-8034-488e-8cbc-138144829ed4"
"Anilios","Anilios nigrescens","Anilios nigrescens","SLTM0802137R","",-33.2725880314066,150.587763,2007,11,21,"bc3fe2e2-eaea-4293-afd1-9be9d6a35bb2"
"Anilios","Anilios nigrescens","Anilios nigrescens","21005","",-35.3786000342996,149.113,1985,12,17,"bc53f900-3f92-4a1c-b952-367b507b8b41"
"Anilios","Anilios nigrescens","Anilios nigrescens","3846337","",-36.8700099990941,145.95165,1983,10,16,"bc7b8139-e47f-45c3-b771-10346a1f9dfb"
"Anilios","Anilios nigrescens","Anilios nigrescens","J85971","Queensland Museum",-27.36520633123,153.084123417884,2008,1,14,"bce987d9-e69a-4cbf-8af2-d1a3e8f31ec3"
"Anilios","Anilios nigrescens","Anilios nigrescens","R.95344","Australian Museum",-29.71444,151.94499,1972,3,20,"bd383059-3219-4768-8e4a-e380215a87e1"
"Anilios","Anilios nigrescens","Anilios nigrescens","SSJB10112913","",-33.123216031188,151.177829,2008,1,15,"bd38fa1c-e514-4f19-be66-0b26abdb8af2"
"Anilios","Anilios nigrescens","Anilios nigrescens","R.106982","Australian Museum",-30.616,151.483,1979,10,21,"bd832e95-21ba-4e4a-a8c5-4cee9dcd15ad"
"Anilios","Anilios nigrescens","Anilios nigrescens","R.11416","Australian Museum",-33.966,151.1,NA,NA,NA,"bd98272c-923e-484c-8ce0-fcd75de82316"
"Anilios","Anilios nigrescens","Anilios nigrescens","R.10144","Australian Museum",-33.8,150.933,NA,NA,NA,"bdcac57b-395c-4152-8158-e8e29c9ee5d8"
"Anilios","Anilios nigrescens","Anilios nigrescens","R.64350","Australian Museum",-33.75,151.283,NA,NA,NA,"be09b52f-4e21-40f3-88aa-51c0de8b863b"
"Anilios","Anilios nigrescens","Anilios nigrescens","SRMA060313A0","",-32.8667720308091,150.362444,2005,11,17,"be27d753-4815-4d78-9030-4ed0b43d749b"
"Anilios","Anilios nigrescens","Anilios nigrescens","R.151352","Australian Museum",-34.84749,150.58916,1993,NA,NA,"be4c19d1-3a4f-47e4-90b6-4f514db6db8f"
"Anilios","Anilios nigrescens","Anilios nigrescens","R.131998","Australian Museum",-33.616,151.333,1989,10,20,"beaeefcd-269a-403e-bf6d-4856034c1d8a"
"Anilios","Anilios nigrescens","Anilios nigrescens","61529-HO","",-32.372118030066,152.280395,1994,11,21,"bed56937-5699-4d46-939e-b17d8d511243"
"Anilios","Anilios nigrescens","Anilios nigrescens","SJJSI1224763","",-34.052586032521,150.567012,2019,9,5,"bef2a37e-d6c2-4830-999f-7b7b5176e3ad"
"Anilios","Anilios nigrescens","Anilios nigrescens","6170232","",-36.1094999991014,147.0851,2011,9,6,"bf00cf79-269a-49c6-a87c-fc8178fc262d"
"Anilios","Anilios nigrescens","Anilios nigrescens","SMZS1909271Q","",-34.375264032968,150.75885,2019,9,10,"bf0d164c-3bfd-435f-8b04-4d95727dad51"
"Anilios","Anilios nigrescens","Anilios nigrescens","8946384","",-37.2705999990905,145.28333,2015,1,1,"bf0ee202-c0fa-4542-bf0b-bfcf54b3aba8"
"Anilios","Anilios nigrescens","Anilios nigrescens","J2875","Queensland Museum",-27.383333,153.233333,NA,NA,NA,"bf2b4bb1-c46c-4575-a303-6e248e94f03a"
"Anilios","Anilios nigrescens","Anilios nigrescens","SRMA0605161M","",-33.9583380323889,150.932657,2006,4,26,"bf62bea7-79f4-4eea-b876-422e3e86c18e"
"Anilios","Anilios nigrescens","Anilios nigrescens","R.87749","Australian Museum",-33.483,151,1975,9,21,"bf8b3366-6e58-4b5c-8d8a-162b916ea053"
"Anilios","Anilios nigrescens","Anilios nigrescens","SPJGI5661478","",-33.4109470316077,151.364537,2017,1,10,"bfaa1135-7ca6-4980-83a7-0be05da76734"
"Anilios","Anilios nigrescens","Anilios nigrescens","SJTM0607214E","",-34.2811750328385,150.603184,2006,6,20,"bfc877c3-8957-4052-b672-0dce4eaaa99e"
"Anilios","Anilios nigrescens","Anilios nigrescens","D41816","Museums Victoria",-36.55,147.62,1974,12,14,"bff72fb0-a1e2-40cb-8b3d-5fb894dbb565"
"Anilios","Anilios nigrescens","Anilios nigrescens","R.80741","Australian Museum",-33.5,150.516,1979,1,NA,"c01e6835-6a32-432d-8cd7-903f0c39ce96"
"Anilios","Anilios nigrescens","Anilios nigrescens","SPJGI0211069","",-29.1292600248924,150.968694,1997,12,9,"c0585d58-0131-4855-bd74-cc0ebde808b4"
"Anilios","Anilios nigrescens","Anilios nigrescens","J5731","Queensland Museum",-28.166667,153.55,NA,NA,NA,"c06f24f7-83ec-4d8a-94c0-d61587337396"
"Anilios","Anilios nigrescens","Anilios nigrescens","HO000116","",-33.6643650319722,151.253836,1978,2,20,"c0f4b4e9-9019-4bdc-8181-81fd5c2d3466"
"Anilios","Anilios nigrescens","Anilios nigrescens","R.71307","Australian Museum",-34.05,151.15,1972,8,NA,"c123bd8b-05fd-4a93-8513-330ffbb15950"
"Anilios","Anilios nigrescens","Anilios nigrescens","R.151917","Australian Museum",-30.23777,153.09277,1997,12,8,"c13a4788-440f-4065-ade2-96e26d95bf87"
"Anilios","Anilios nigrescens","Anilios nigrescens","SPJGI6372908","",-33.7553600321019,151.18146,2019,1,19,"c13fbebc-0ba7-4a04-95f0-41682b8aadc7"
"Anilios","Anilios nigrescens","Anilios nigrescens","SALF10031831","",-34.1697960326844,151.042098,2009,11,23,"c146f1b8-44ea-4822-94f9-1e291214a8e9"
"Anilios","Anilios nigrescens","Anilios nigrescens","SDRM03121702","",-31.2029400282527,151.318505,2003,11,11,"c15d2f27-a096-4b9b-abfd-a363a9c9f4c3"
"Anilios","Anilios nigrescens","Anilios nigrescens","R.183216.001","Australian Museum",-28.48225,153.13576,2014,1,18,"c2049a5b-0bf9-4ec2-a3b8-d1033d437235"
"Anilios","Anilios nigrescens","Anilios nigrescens","R.157050","Australian Museum",-30.07582,151.67471,1998,12,1,"c20aab15-65a0-4c8c-8ded-79d5e9837cf1"
