"genus","species","scientific_name_intepreted","catalogue_number","institution","decimal_latitude_wgs84","decimal_longitude_wgs84","year","month","day","record_id"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","ABTC96280","South Australian Museum",-28.4414,134.5044,2003,10,5,"64a0142d-03e7-48b7-959e-dd8138494883"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","SDMPI0555455","",-34.2501070327956,142.592268,2006,11,26,"64a99946-a4b0-4575-abdb-492055655d2f"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","OPR35424-1818075-R59852","",-34.16298,140.28243,2004,11,13,"64b14181-733e-4bb0-9678-4870a8f4b3ab"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","R.37476","Australian Museum",-35.116,147.366,1972,10,NA,"64fa665d-c5c6-4bde-b344-ef406c010f12"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","OPR418967-26","",-30.38255,136.83738,2003,12,14,"65497b27-f972-48bf-8fa0-4f4956f56ac1"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","3789920","",-34.580049999118,141.0564,1986,10,19,"6596a0a1-4af4-4d63-b5fb-e527c2cdaf4f"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","SJJSI0462359","",-33.9813310324212,146.08027,2016,12,14,"65cd2521-e4fa-4560-90ce-75e2fa0bc0f7"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","R46571","South Australian Museum",-28.6397,135.9411,1995,10,30,"661f2f30-7b46-4840-b8c5-a27614788c21"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","R18650","South Australian Museum",-34.05,139.77,1980,9,28,"6643337e-c7a4-4129-ba8f-6206c1484d72"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","ABTC56661.5","South Australian Museum",-32.85,135.95,1981,10,13,"664c34cc-7b7a-41ee-9039-c3b06df5689b"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","R05848","Commonwealth Scientific and Industrial Research Organisation",-33.075,141.975,1995,9,14,"666e4185-7721-4afc-be1d-ec8ca967e7d2"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","OPR698793-4","",-32.4948,137.83781,1992,11,17,"66d7b529-dd2d-437a-9bb8-5a7297568f27"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","R831.F","South Australian Museum",-31.88,141.23,NA,NA,NA,"66f5a4bf-9f64-4df8-9b23-e8282bed388a"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","89952-035","",-31.2818160283772,142.301254,1788,1,26,"670dfd0f-8bca-4156-930b-1248863945db"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","OPR400239-31","",-32.69684,137.92477,2008,10,20,"6719ad6d-03f4-42fc-af0b-0f4b3cdb4269"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","3887183","",-34.4818499991191,141.10132,1985,11,14,"673964e1-7050-4108-9739-76efb6d5a685"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","4389879","",-34.8591299991147,142.36825,1989,11,14,"678f7f02-0d09-4c16-b706-4475d71fe8e1"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","R7100","Museums Victoria",-36.37,141.88,NA,NA,NA,"67ca24a9-7645-4423-9476-f90f953eaf2a"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","D9517","Museums Victoria",-35.03,141.73,1958,10,NA,"67d3acc4-9f20-44ce-9076-d788f86c44a7"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","4284301","",-34.2180699991222,142.09184,1999,12,1,"68080e9f-945d-4cbc-83a6-8e28573d9f2d"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","R17122","South Australian Museum",-33.45,140.95,1978,11,26,"685774b5-1b82-4303-820d-2d08a539b381"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","R137247","Western Australian Museum",-30.033333,127.783333,NA,NA,NA,"686e6384-b1cf-43c4-99dd-c9f90ea3d9fe"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","R31576","South Australian Museum",-33.43,138.15,NA,NA,NA,"689a29e2-b5aa-4542-85cb-a2810a82c57a"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","OPR189271-1817817-R58756","",-33.6032,138.3962,1995,3,1,"68ea7842-54f1-42ba-810f-39078e3e0dcd"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","SDMPI0120042","",-34.3412100329212,142.585088,2004,11,22,"691ff0f9-fba8-4128-98d1-f6879859d18a"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","9023228","",-35.4050599991087,141.15609,2018,10,29,"69246112-8fae-460f-be91-100739f14ec6"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","SICGI0000599","",-30.1496680265639,146.409897,2010,10,25,"693ed6df-f82d-4c3e-888a-686252f241e4"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","R44731","South Australian Museum",-27.5561,134.425,1994,10,4,"694a1120-6567-4fc1-a963-c0730e432625"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","3789337","",-34.6857299991167,142.31081,1986,1,26,"69551d99-c336-4e12-9eb2-1f2ab1f7decc"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","6171866","",-34.2313999991221,141.59705,2010,1,11,"69613559-4c97-4cd8-ac41-4883813c0d91"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","R53816","South Australian Museum",-33.7617,140.1586,1999,9,29,"696d7c3e-a758-4230-9e54-9879dc4f6384"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","SDMPI0653485","",-33.3413460315067,141.062023,2012,2,3,"699b759e-46da-4b11-8481-8eac449b756d"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","SJJSI0036693","",-33.2005770313014,141.116289,2007,11,1,"69bf3d44-f832-4879-8b81-055752acc7fe"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","OPR418889-10","",-30.41387,136.87101,2005,12,17,"69e3bbf9-991b-4841-af4e-3d689e4761b5"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","R7184","Museums Victoria",-31.95,115.85,1898,NA,NA,"6a0135dd-87d9-4ace-8358-ac303eff9fb2"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","D53458","Museums Victoria",-35.8737,141.658,1980,1,19,"6a93f870-527d-4b3a-86f2-bcfd0528c17e"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","R.15629","Australian Museum",-29.616,150.716,1959,10,27,"6b005f58-8a06-41e6-9ab3-71f4a7be8694"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","R146986","Western Australian Museum",-30.330556,121.037222,NA,NA,NA,"6b2501fe-d2b7-4c86-85b0-6b9c40ea3b27"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","R135670","Western Australian Museum",-33.6,120.05,NA,NA,NA,"6b268c40-279c-4cbc-9d07-fb3ed209d919"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","OPR522324-2","",-32.95752,135.93304,2011,1,21,"6b3b42a9-d06a-4eab-b4f8-f8255f6d0f8b"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","ABTC87315","South Australian Museum",-29.896389,131.276944,2004,9,26,"6b4a233f-b40f-4e80-a9d8-dd51f498ad0c"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","R3263","South Australian Museum",-34.18,142.17,1951,9,27,"6b91031b-146f-4e48-a957-065b49e1d752"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","R91003","Western Australian Museum",-31.516667,121.783333,NA,NA,NA,"6b9e1c6e-d015-4638-b7ad-9364cf41c9d0"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","3852286","",-34.1985099991225,142.18463,1949,4,20,"6ba7b51c-05c7-4839-ad36-5c288c4fc996"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","ABTC99577","South Australian Museum",-32.7756,137.5728,2007,9,13,"6be7cc76-1f01-415e-b9c0-4b4bacf10415"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","89921-035","",-31.5651390288222,143.367918,1973,10,11,"6bfbb3f9-5964-464a-b1c4-576b6b7d5f80"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","4389803","",-34.8620399991147,142.34971,1989,11,16,"6c8732ff-dd08-40ce-8cdb-a7a54cbb0dd6"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","4391159","",-34.8620399991147,142.34971,1991,10,26,"6c8887c0-4e83-48b6-8670-c5ab8fc57a6a"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","R41310","South Australian Museum",-32.8694,140.9222,1992,10,7,"6c89e7c7-2555-4bb8-810a-a009ef980801"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","D61263","Museums Victoria",-34.58,141.05,1985,11,17,"6ca3ab45-d4b3-4deb-8656-e67150b5be7b"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","R.150080","Australian Museum",-34.05027,142.12249,1996,12,3,"6ca6db4e-51c5-4df7-90d4-e1d26cce76c1"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","R.972","Australian Museum",-33.466,144.983,NA,NA,NA,"6cc6cf66-7ebd-41c5-bb29-ad19f19692a8"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","D9514","Museums Victoria",-32.38,135.52,1958,10,NA,"6ccb775d-4b63-49c7-a350-5afdfe82f047"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","OPR419577-1","",-30.56573,136.89251,2000,10,20,"6cde233f-2eb7-4d00-a2f0-2c9422bcc816"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","D61258","Museums Victoria",-34.58,141.05,1985,11,14,"6cf9e135-fa7e-4df1-a6da-db475ca0e440"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","R.162087","Australian Museum",-33.883,145.316,2001,9,NA,"6d0da309-26d1-475a-a327-7f32526a8f4e"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","R.8866","Australian Museum",-33.483,145.533,NA,NA,NA,"6d4fd08d-42e1-437a-9717-81e68d308ceb"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","5736703","",-34.1417999991232,141.25867,2009,12,17,"6d612d9e-d6e8-4701-9629-44124da8ccd4"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","R144913","Western Australian Museum",-30.397222,121.1225,NA,NA,NA,"6d936378-4434-426d-b61c-3e89ee0a020e"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","SJJSI0461516","",-33.9581870323887,146.449653,2016,11,18,"6db031fb-5ed8-495f-8327-35bc7f6ecb55"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","R.105964","Australian Museum",-29.433,142.016,1977,11,5,"6dd28263-e6f9-41be-a47f-73f76ca5612b"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","3788236","",-34.7710999991157,142.33839,1985,10,20,"6ded8342-b4bf-48f5-8e15-e4f5cff9f831"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","R.143547","Australian Museum",-33.933,146.2,1993,12,NA,"6e186e41-30d6-4541-87e2-25734e73e74a"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","D61947","Museums Victoria",-34.1205,141.792,1988,10,21,"6e2d4c7c-c644-4b1a-914e-c817c69ff022"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","4391220","",-34.8591299991147,142.36825,1991,10,25,"6e31746f-ef46-436b-ba0e-da6d57ec966a"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","R47590","South Australian Museum",-31.4597,137.6261,1994,11,26,"6e89d2da-d427-4e42-8980-f3b1eaf5b2bd"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","R831.B","South Australian Museum",-31.88,141.23,NA,NA,NA,"6e99fc94-2ce6-496d-bed4-44ee7b5cd887"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","6203139","",-34.6386999991173,140.99964,2006,11,26,"6eac46fc-c14c-475a-bef8-e48ef586f6e3"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","OPR419064-5","",-30.39817,136.86667,1994,12,22,"6eb453eb-9092-4c01-9fff-0d6004523b12"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","R46458","South Australian Museum",-29.2164,136.6308,1995,9,30,"6ed743c8-1d0a-43a5-8f3a-bb242afa7b4a"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","R7139","Museums Victoria",-35.68,142.67,NA,NA,NA,"6edc143c-80c9-427f-8afb-af92fbb58ab6"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","SUR23336-178063-R59634","",-35.15158,137.3387,2004,10,19,"6ef2a157-4f30-40f1-810e-a81744fb3feb"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","SUR13439-45-R46571","",-28.63825,135.94242,1995,10,30,"6f21b3fd-21d6-4ee0-8eba-f71ab72a13c2"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","ABTC42397","South Australian Museum",-26.2353,131.5,1998,10,24,"6f4c301f-225c-4bde-bc33-6baa56059e15"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","R540","South Australian Museum",-31.5,137.25,NA,NA,NA,"6f54ed80-a333-4af0-8c0e-f61b6d2cac7d"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","3801009","",-34.746449999116,142.28228,1987,1,25,"6f89e222-aa2b-4546-9390-d2f3050de32b"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","89955-035","",-33.7151510320447,142.951283,1984,11,1,"6f93c1fd-a593-4619-b25a-678db0684c6e"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","SJJTI0073861","",-32.4035960301137,142.197439,2001,1,25,"6fee0578-500c-414f-934b-f2c85d0ea030"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","D61237","Museums Victoria",-34.8,142.28,1987,1,24,"6ffd4f6f-341c-4479-8679-4e544d0fa2f4"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","D56750","Museums Victoria",-35.8703,141.672,1983,11,28,"7058bb3e-a51b-4c21-a632-3f0067492f9a"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","OPR419053-8","",-30.46027,136.86251,2004,12,17,"7067a035-114f-418d-ac29-5aaa0ca0b456"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","3789329","",-34.7417599991161,142.29968,1986,1,29,"70780509-ac4d-48e9-a840-72dceb0900b8"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","R5078","Western Australian Museum",-30.916667,118.2,NA,NA,NA,"70a94853-f423-4943-a311-e1e05e21db4c"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","3880218","",-35.8818499991037,141.68467,1979,11,1,"70cc3dda-bbd6-46b9-b6f0-af45322cabc3"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","R150353","Western Australian Museum",-30.899444,121.9375,NA,NA,NA,"70db4989-4820-4e0e-980b-d36cc8130727"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","R.71317","Australian Museum",-33.916,143.116,1912,1,22,"70dcc5ad-5f9e-43cc-9375-2abce90eca5f"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","OPR522877-1","",-33.15373,135.99575,2011,1,16,"70e368a5-7034-4b84-8bfe-ca15506b1c5e"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","R62693","South Australian Museum",-32.7756,137.5728,2007,9,13,"70f560eb-2f2a-4398-81aa-955ed556995c"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","4013315","",-34.9749999991134,141.29167,1985,NA,NA,"70fb805a-d957-42f2-9199-b078150f01c9"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","R14264","South Australian Museum",-29.92,135.68,NA,NA,NA,"710643ce-f87b-402e-ae7b-4ed2d55a6282"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","ABTC86913","South Australian Museum",-31.596111,129.086944,2004,10,29,"718d71e6-3159-45de-a830-e460ab120490"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","R17402","South Australian Museum",-30.25,138.05,1979,5,1,"71a408d6-f720-4be3-b061-996b4c08ffff"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","R52676","South Australian Museum",-30.7861,138.6631,1999,10,3,"71dae312-ba38-4ffc-83b4-b34e906cb077"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","ABTC56676.6","South Australian Museum",-28.17,140.18,NA,NA,NA,"71e71d86-eb92-41ec-91a3-da4edb745a0c"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","R.64292","Australian Museum",-31.433,149.6,NA,NA,NA,"72052255-b808-4e04-863a-776066ab504a"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","89899-035","",-36.1151480352164,144.767958,1788,1,26,"729f06da-8048-474f-8bf7-fc153f744c40"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","3882192","",-35.8818499991037,141.68467,1980,11,21,"72ae254c-36d5-4c4e-8fa4-11fe8606305a"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","ABTC35612","South Australian Museum",-29.2164,136.6308,1995,9,30,"72b7143a-7712-464f-932c-b768a42226a0"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","3876839","",-34.3083299991212,142.24167,1976,NA,NA,"72be46bc-ec64-4d1c-b8e3-6592196ae36f"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","R144106","Western Australian Museum",-30.378889,121.124167,NA,NA,NA,"72cdb824-1071-4d10-a1a4-04dc947ddfb5"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","ABTC85380","South Australian Museum",-34.165,140.1592,2004,11,14,"730a2c11-0054-4cd8-acfb-ad9337e19fe7"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","OPR539943-1","",-33.10688,135.82909,2012,1,4,"730d82d6-155f-4205-8702-7d064d59d373"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","OPR522881-2","",-33.15411,135.99624,2011,2,12,"730f14c6-945b-4527-ae4b-5fec14f2b208"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","OPR548699-5","",-33.74518,136.02383,2010,1,6,"733926c3-c498-4f9c-ab77-55ac4b6d9702"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","R172520","Western Australian Museum",-32.65,119.766667,NA,NA,NA,"738d7543-b984-4698-b60a-2cce1775401b"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","3800064","",-34.7978999991154,142.36068,1986,1,24,"73923efe-54e2-44a7-8e3d-6eab6adee073"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","R.3355","Australian Museum",-28.083,120.533,1902,2,12,"73a18d45-b672-4cbe-ac90-17f439ccf9c7"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","R114694","Western Australian Museum",-30.833333,121.4,NA,NA,NA,"73a51ef7-7ae2-4832-a941-1b5607ccb89e"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","3881065","",-35.8818499991037,141.68467,1980,1,23,"73d59f84-f616-46a0-9b3e-9271d5ad529e"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","OPR799635-304","",-33.6697,135.48534,1967,9,1,"7453ae04-f1c4-4c7a-9b89-fea43ba56ab9"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","R.165731.001","Australian Museum",-29.84416,144.05416,2003,10,2,"745f338a-95c2-4a60-989d-20d644668e69"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","J39592","Queensland Museum",-25.633333,140.233333,NA,NA,NA,"7468573c-19e4-4175-82f4-b67b0641ca8b"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","R18138","South Australian Museum",-32.8,134.22,1979,2,20,"748abe01-67d6-4a20-9df1-845845f562bd"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","R2004","South Australian Museum",-32.8,134.22,NA,NA,NA,"74959555-6b28-4b8d-964e-2aa444aee9aa"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","OPR418970-23","",-30.38255,136.83738,2006,12,19,"74a236e9-4d8e-4678-be5b-8781fdc6ce5c"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","R25214","Museum and Art Gallery of the Northern Territory",-24.083,132.267,1999,2,18,"74a47a11-9626-4281-bdbd-c3f01960ca40"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","ABTC149157","South Australian Museum",-34.2928,140.6122,2017,1,19,"74b96a31-1fc5-4231-b62d-3f4d3b1bd9d2"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","106138-035","",-34.240967032783,146.013043,1994,9,7,"7502f5c2-6be8-4817-8791-6f01e8259af3"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","OPR522880-2","",-33.17076,135.77639,2011,2,11,"756aa2d5-be10-4737-9fac-5aff3268bc9e"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","112992-035","",-31.9296790293886,141.428677,1994,10,1,"75720451-1fbe-49c2-a528-3f4bb470c850"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","R95587","Western Australian Museum",-30.733333,121.466667,NA,NA,NA,"75b0848d-3b7e-4c77-b51b-119e9bf758ca"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","6248461","",-34.7229999991163,141.06224,2011,11,12,"75d6c26d-fc57-4e6c-9dd7-6463cc3266fa"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","R.14684","Australian Museum",-31.316,142.316,NA,NA,NA,"75db4c76-6773-44a0-8b44-77bfc4681cb6"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","OPR419003-13","",-30.43713,136.86152,1996,12,17,"75ff1105-9821-40ec-b16d-f555a3410966"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","OPR523864-1","",-32.96079,135.95103,2012,2,2,"761691ea-0bde-4972-ab00-cccd0375032e"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","D58378","Museums Victoria",-35.706,141.717,1984,11,1,"762d546b-3fbc-4ed6-950e-e5a2f681d018"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","R7138","Museums Victoria",-35.68,142.67,NA,NA,NA,"7634a9d3-fe5d-4526-bfc3-440af6ce6d03"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","R51545","South Australian Museum",-26.2353,131.5,1998,10,24,"764e9433-96a6-48b9-b6bb-e78afbbd753a"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","65119656","",-35.420967,141.958497,2020,11,16,"764ea651-a177-43ab-9b33-71f9140b943e"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","4013044","",-35.6401899991062,141.60966,1985,11,1,"7695c742-6ed2-4041-b0d5-b4bec6c677fc"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","4594799","",-35.8916699991036,144.375,1994,NA,NA,"76ac941c-376d-40f7-9236-35e5712434ab"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","ABTC56680.1","South Australian Museum",-33.58,138.4,NA,NA,NA,"76df9e0e-503e-4c72-83cd-12c804e40c66"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","SJJSI0461065","",-33.9242130323409,146.474253,2016,10,30,"76f8690c-8f96-42a5-8d1f-49ad994a5541"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","OPR203179-1812465","",-30.44257,136.88002,1996,2,1,"771d6733-c407-4a2b-b5e1-71a28aea2584"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","SJALI0002543","",-30.7079790274646,148.259545,2001,1,15,"77490775-4e8d-43c5-b07e-8192a293e7c1"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","R.165547","Australian Museum",-33.91886,147.21028,NA,NA,NA,"7761b45e-7090-4cd0-a7e7-91a0afc91c30"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","ABTC149156","South Australian Museum",-34.3442,140.5175,2017,1,19,"779f5b08-e634-41cf-baf6-9e7173a7f641"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","OPR418967-27","",-30.38255,136.83738,2003,12,17,"77cd2108-2062-4a4d-a999-1f7725b453df"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","R56652","South Australian Museum",-32.8297,134.2711,2001,10,22,"77f27872-6bfb-4306-b75e-4f9f093e7747"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","SUR11925-45-R41310","",-32.86318,140.91793,1992,10,7,"78112d4e-6cf7-4e3f-893c-caa45ec7fac3"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","R617","South Australian Museum",-33.97,137.72,NA,NA,NA,"78143faa-639e-4fc7-8f93-8281a35fb8ee"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","SDMPI0366942","",-33.520628031766,143.02094,2009,1,15,"78289322-99f2-47e7-9348-0226eeb5f9d8"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","3887184","",-34.1182599991235,141.11573,1985,11,21,"782f8a4c-ad13-49a7-b005-ff4516345ef0"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","3794545","",-34.7621599991158,142.3306,1987,1,25,"7834d690-11ec-4e45-b0ba-a7749fc050b5"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","SJJSI0023857","",-33.7817600321394,143.215171,2007,1,12,"783adcdd-c4a2-4e61-ba5f-867f4b45568c"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","ABTC56682.5","South Australian Museum",-33.43,138.15,NA,NA,NA,"78505fa0-0872-467c-9287-a947f3d092e7"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","R.166810","Australian Museum",-29.85416,144.1986,2004,9,28,"7874d308-ece9-43be-a47b-b70f5724aba1"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","ABTC56657.4","South Australian Museum",-33.5,137,1980,10,22,"78af8cc9-9f2c-4c91-af2e-25b5bb1eb776"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","SUR20920-128854-R58536","",-33.93161,136.14743,2003,12,4,"78b31819-c07d-4096-a03c-1d184fce7205"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","R20806","South Australian Museum",-32.85,135.95,1981,10,13,"78ca7a53-448e-4ac9-9249-3d49bcd3e255"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","6201217","",-34.6330999991173,142.26774,2007,3,14,"78d2abbb-1aff-4048-a6dd-7824a1bcbc62"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","OPR205452-1812540","",-29.83713,137.23179,1996,2,22,"7926ef26-07bf-4d90-8058-ca4c9ceea3ff"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","6825384","",-34.8712999991146,142.30629,2006,10,31,"79337e79-3077-45ac-bbff-c60ede88d00c"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","55096378","",-35.182347,147.395999,2020,6,14,"7957a38c-b3d6-4e56-95a2-cd1ac91d2199"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","3849691","",-35.5984899991066,144.0013,1906,12,31,"795d8286-b525-4370-a5aa-22300d64e6fd"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","R.155343.001","Australian Museum",-29.03082,141.5236,1999,11,5,"795f1a74-dccb-4705-bcb0-282524725260"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","3907432","",-34.1831399991227,141.16683,1988,12,27,"798abc43-1cea-48ca-842a-d6aec0626dd9"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","R05136","Commonwealth Scientific and Industrial Research Organisation",-33.3167,147.8167,NA,NA,NA,"79ade1ba-0c69-42b8-804e-8a4de3e475e9"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","D58380","Museums Victoria",-35.706,141.717,1984,11,1,"79d1c42c-f3f2-4a83-8238-1f617370ac9d"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","R03963","Commonwealth Scientific and Industrial Research Organisation",-34.1667,140.75,NA,NA,NA,"7a0eb95f-9ac2-4102-a101-cb5b99659702"
"Anilios","Anilios bituberculatus","Anilios bituberculatus","274416","",-23.781898,133.351272,1991,10,22,"7a3a8186-ea67-4256-9fb7-adbe0c66d64a"
