genus,species,scientific_name_intepreted,catalogue_number,omit,institution,decimal_latitude_wgs84,decimal_longitude_wgs84,year,month,day,record_id,omit
Anilios,Anilios waitii,Anilios waitii,R69497,,Western Australian Museum,-30.366667,117.116667,NA,NA,NA,80d4b28a-6c43-48c6-abbf-6d85ebe2bee7,
Anilios,Anilios waitii,Anilios waitii,R104975,,Western Australian Museum,-28.983333,117.8,NA,NA,NA,83cfe36c-dfdc-4a02-90a5-418adc96959c,
Anilios,Anilios waitii,Anilios waitii,R29598,,Western Australian Museum,-31.883333,118.15,NA,NA,NA,83f33592-7379-4ef5-abb6-688be9d2f224,
Anilios,Anilios waitii,Anilios waitii,R31157,,Western Australian Museum,-30.45,116.033333,NA,NA,NA,852e1eac-8ad2-4047-a0af-077284a507ae,
Anilios,Anilios waitii,Anilios waitii,R5192,,Western Australian Museum,-29.533333,115.75,NA,NA,NA,8599d518-b8fe-49c3-9a55-2273f8bd9dd9,
Anilios,Anilios waitii,Anilios waitii,R151490,,Western Australian Museum,-26.2625,121.510833,NA,NA,NA,85b4923d-c2bb-4ba7-9f03-dde1f9e48f2e,
Anilios,Anilios waitii,Anilios waitii,R26410,,Western Australian Museum,-31.2,117.466667,NA,NA,NA,866dbdd9-a2b3-489d-aed6-64c7a196d26f,
Anilios,Anilios waitii,Anilios waitii,R39070,,Western Australian Museum,-32.85,116.883333,NA,NA,NA,870d1d4c-d11b-4f2b-94ad-7daa864a5816,
Anilios,Anilios waitii,Anilios waitii,R72828,,Western Australian Museum,-29.305556,122.416667,NA,NA,NA,872eafb6-2a0d-42da-937f-7f2c8b996d43,
Anilios,Anilios waitii,Anilios waitii,R97215,,Western Australian Museum,-29.033333,114.833333,NA,NA,NA,8938b098-6d04-45fe-95d1-c5186e06a0cf,
Anilios,Anilios waitii,Anilios waitii,R22095,,Western Australian Museum,-26.133333,126.666667,NA,NA,NA,8a8d30c1-8b25-4e2a-8b5e-f0fb98d00131,
Anilios,Anilios waitii,Anilios waitii,R57806,,Western Australian Museum,-30.05,116.083333,NA,NA,NA,8c74b73f-cd91-4458-b7bd-d2e191964129,
Anilios,Anilios waitii,Anilios waitii,R71871,,Western Australian Museum,-32.033333,115.95,NA,NA,NA,8c8b66b7-7d3a-4c3b-806f-bda969412392,
Anilios,Anilios waitii,Anilios waitii,R89260,,Western Australian Museum,-30.816667,116.616667,NA,NA,NA,8cef6d9c-3916-4108-ba69-1027e40267e1,
Anilios,Anilios waitii,Anilios waitii,R403,,Western Australian Museum,-29.683333,115.883333,NA,NA,NA,8e4999ac-8c0c-451e-929e-8b5c14de34c1,
Anilios,Anilios waitii,Anilios waitii,R8973,,Western Australian Museum,-31.883333,116.766667,NA,NA,NA,8e88ffc6-e73f-40e5-a7fa-a5233572e7a0,
Anilios,Anilios waitii,Anilios waitii,R2443,,Western Australian Museum,-31.9,116,NA,NA,NA,8fbd0c3a-5f6d-487b-84bf-5ca6e823dc98,
Anilios,Anilios waitii,Anilios waitii,R56511,,South Australian Museum,-26.9892,133.4056,2001,9,29,900868fa-7f2b-4b64-990c-2ee38eac3c42,
Anilios,Anilios waitii,Anilios waitii,R151432,,Western Australian Museum,-26.270278,121.4975,NA,NA,NA,9029422b-4a36-4a3f-831f-8f042b90040e,
Anilios,Anilios waitii,Anilios waitii,R166874,,Western Australian Museum,-26.939167,120.409444,NA,NA,NA,90a57e89-b6fc-44a1-a5f1-c2f8bec32863,
Anilios,Anilios waitii,Anilios waitii,R72827,,Western Australian Museum,-29.305556,122.416667,NA,NA,NA,91fea52f-56fc-4eef-8d69-547ed56af8f8,
Anilios,Anilios waitii,Anilios waitii,R6312,,Western Australian Museum,-31.3,118.2,NA,NA,NA,93dd3f6a-d66a-43e3-a8e0-73441bd18aac,
Anilios,Anilios waitii,Anilios waitii,R23913,,Western Australian Museum,-28.633333,122.4,NA,NA,NA,9417363d-e081-49d3-8b5d-748cf99e3d00,
Anilios,Anilios waitii,Anilios waitii,R136696,,Western Australian Museum,-29.923056,121.140833,NA,NA,NA,941bb19d-0ed8-4080-8b78-c708df772ed7,
Anilios,Anilios waitii,Anilios waitii,R31055,,Western Australian Museum,-32.5,118.716667,NA,NA,NA,94362a35-c263-4408-8aba-581c117a9a4a,
Anilios,Anilios waitii,Anilios waitii,R7196,,Museums Victoria,-31.95,115.85,NA,NA,NA,9504595d-1b29-46a2-8b4d-fafad9b9803d,
Anilios,Anilios waitii,Anilios waitii,R144088,,Western Australian Museum,-31.65,117.283333,NA,NA,NA,95b3caf8-42af-4f44-b199-86eda76a111f,
Anilios,Anilios waitii,Anilios waitii,R48403,,Western Australian Museum,-30.266667,118.083333,NA,NA,NA,972d8e2b-f758-4eb3-9eab-c98d4ffb09aa,
Anilios,Anilios waitii,Anilios waitii,R19659,,Western Australian Museum,-30.65,116,NA,NA,NA,9759f720-480c-48fa-b349-22049f926f81,
Anilios,Anilios waitii,Anilios waitii,R54414,,Western Australian Museum,-32.65,119.35,NA,NA,NA,9883023d-4e04-4f5b-8e98-bbc5e358539f,
Anilios,Anilios waitii,Anilios waitii,R115136,,Western Australian Museum,-28.65,114.633333,NA,NA,NA,98f46004-aa46-4a4c-b303-14b1f51b6199,
Anilios,Anilios waitii,Anilios waitii,R135604,,Western Australian Museum,-28.82,122.302778,NA,NA,NA,9a0a70ab-e8a9-49ee-a535-5d1a1c0d5609,
Anilios,Anilios waitii,Anilios waitii,R113321,,Western Australian Museum,-31.983333,115.983333,NA,NA,NA,9ae640e8-1c74-430f-bdd5-4f92244f2882,
Anilios,Anilios waitii,Anilios waitii,R7297,,Western Australian Museum,-32.8,116.466667,NA,NA,NA,9c2a2fab-32c2-4b77-ac76-a47240221f74,
Anilios,Anilios waitii,Anilios waitii,R134096,,Western Australian Museum,-31.596389,118.756389,NA,NA,NA,9d03d38d-92a7-417b-a50a-0bde0878f6b8,
Anilios,Anilios waitii,Anilios waitii,R7924,,Western Australian Museum,-28.95,114.733333,NA,NA,NA,9d9d8903-406e-4471-930e-aa1ec0a8e53a,
Anilios,Anilios waitii,Anilios waitii,R12633,,Western Australian Museum,-32.55,117.083333,NA,NA,NA,9f4ac83f-110e-44d7-92e3-8fd2d753c8b0,
Anilios,Anilios waitii,Anilios waitii,R136727,,Western Australian Museum,-26.270278,121.4975,NA,NA,NA,9f86dbc4-c412-4c09-bc6f-7f590e55f0c9,
Anilios,Anilios waitii,Anilios waitii,R15119,,Western Australian Museum,-31.933333,117.833333,NA,NA,NA,9fd8c09a-a42d-4aa4-9562-42e2eaec582e,
Anilios,Anilios waitii,Anilios waitii,R57802,,Western Australian Museum,-30.05,116.083333,NA,NA,NA,a00e5a9b-a1cd-463c-880b-991c51f88df9,
Anilios,Anilios waitii,Anilios waitii,R48409,,South Australian Museum,-28.1992,134.7067,1996,9,17,a1473679-6521-4d6f-95f0-1b737c7c01a1,
Anilios,Anilios waitii,Anilios waitii,R140445,,Western Australian Museum,-24.589167,120.2575,NA,NA,NA,a30bad25-5385-488a-8495-e45d0695380f,
Anilios,Anilios waitii,Anilios waitii,R162117,,Western Australian Museum,-31.195278,118.7625,NA,NA,NA,a3f30994-4c4f-4c82-8409-8674ecba64aa,
Anilios,Anilios waitii,Anilios waitii,R52688,,Western Australian Museum,-22.583333,118.15,NA,NA,NA,a4b0760f-580f-4df4-9d7a-309c3fac948a,
Anilios,Anilios waitii,Anilios waitii,R2488,,Western Australian Museum,-32.016667,117.4,NA,NA,NA,a5509301-3747-4222-a46d-0e08a710245c,
Anilios,Anilios waitii,Anilios waitii,R19663,,Western Australian Museum,-30.65,116,NA,NA,NA,a6020e78-2998-41c7-9e53-cc7b8a83ca83,
Anilios,Anilios waitii,Anilios waitii,R57805,,Western Australian Museum,-30.05,116.083333,NA,NA,NA,a7299e4d-25b2-43f9-96bf-e6a58e0eaad6,
Anilios,Anilios waitii,Anilios waitii,R54413,,Western Australian Museum,-32.65,119.35,NA,NA,NA,aa9cea7b-4887-45b3-8662-7f84f6d47a78,
Anilios,Anilios waitii,Anilios waitii,R14158,,South Australian Museum,-23.7,133.87,NA,NA,NA,aabbebeb-2290-491b-97c0-04f2fce1470c,
Anilios,Anilios waitii,Anilios waitii,R40480,,South Australian Museum,-26.42,135.4,1992,8,28,ab3ecbb9-9a12-403d-bce8-55396b071cd7,
Anilios,Anilios waitii,Anilios waitii,R15226,,Museum and Art Gallery of the Northern Territory,-22.9,135.467,1988,10,7,abe842c2-552f-4d33-adcd-75ba0382ccaf,
Anilios,Anilios waitii,Anilios waitii,R23285,,Museum and Art Gallery of the Northern Territory,-20.95,137.917,1996,9,19,ad8f3ff2-3356-48cd-a190-1b3c9f493151,
Anilios,Anilios waitii,Anilios waitii,R8704,,Western Australian Museum,-28.766667,114.616667,NA,NA,NA,b0b2164c-521f-4ab3-93fe-29be494f2e2a,
Anilios,Anilios waitii,Anilios waitii,R30980,,Western Australian Museum,-27.283333,120.383333,NA,NA,NA,b26ce5b1-7a2d-445e-924c-37cc5276bfd7,
Anilios,Anilios waitii,Anilios waitii,R24742,,Western Australian Museum,-31.566667,116.1,NA,NA,NA,b5a04cf9-fa36-4bbc-8018-33ad92f4016c,
Anilios,Anilios waitii,Anilios waitii,R69219,,Western Australian Museum,-27.790278,121.656944,NA,NA,NA,b7a32b6a-fbae-4abe-9bfa-8eda81fa16df,
Anilios,Anilios waitii,Anilios waitii,R4249,,Western Australian Museum,-32.083333,116.716667,NA,NA,NA,b7d55708-a840-4ac1-89ed-3ee7bb7af7b7,
Anilios,Anilios waitii,Anilios waitii,R22864,,Western Australian Museum,-30.65,116,NA,NA,NA,ba2ed7b8-ff6c-49ab-86b8-060c36f7a2f0,
Anilios,Anilios waitii,Anilios waitii,R69528,,Western Australian Museum,-32.866667,116.966667,NA,NA,NA,ba54ffdb-b119-467d-a0d9-d38a18e39011,
Anilios,Anilios waitii,Anilios waitii,R8976,,Western Australian Museum,-31.883333,116.766667,NA,NA,NA,ba6682b8-a777-4957-bf06-0fa521fcd7c0,
Anilios,Anilios waitii,Anilios waitii,R114891,,Western Australian Museum,-28.7,114.666667,NA,NA,NA,bb1fd0f3-3d66-4dcb-ac28-868b6fe3138a,
Anilios,Anilios waitii,Anilios waitii,R134587,,Western Australian Museum,-32.511389,118.547222,NA,NA,NA,bb6c7bee-0f91-4433-b7ea-b6fe173575d1,
Anilios,Anilios waitii,Anilios waitii,R164356,,Western Australian Museum,-28.859167,121.803611,NA,NA,NA,bbec54ba-4d01-41a0-b2a0-7ea8b66c8019,
Anilios,Anilios waitii,Anilios waitii,R119296,,Western Australian Museum,-28.766667,114.616667,NA,NA,NA,bd5e14fc-e5d5-47ff-a4bd-61d054c2ac5e,
Anilios,Anilios waitii,Anilios waitii,R163164,,Western Australian Museum,-27.486667,122.311667,NA,NA,NA,beab1ca4-4086-41e0-89a9-85a162630ad9,
Anilios,Anilios waitii,Anilios waitii,R1745,,Western Australian Museum,-27.75,119.916667,NA,NA,NA,c1fcb2ce-0669-4efb-b064-06c6255a5448,
Anilios,Anilios waitii,Anilios waitii,R33383,,Western Australian Museum,-29.316667,115.433333,NA,NA,NA,c42aef20-a4ed-4ae2-a13b-9435307a73c4,
Anilios,Anilios waitii,Anilios waitii,R12020,,Western Australian Museum,-30.633333,116.366667,NA,NA,NA,c8447e4e-0dae-4534-ac8e-f2ae4c4e72b6,
Anilios,Anilios waitii,Anilios waitii,R25595,,Western Australian Museum,-31.25,117.783333,NA,NA,NA,c8b9fde1-5054-4fa6-b114-549f760cb37c,
Anilios,Anilios waitii,Anilios waitii,R8447,,Western Australian Museum,-28.533333,115.516667,NA,NA,NA,ca1818bb-0673-400f-a247-0b8ff13c0696,
Anilios,Anilios waitii,Anilios waitii,R73440,,Western Australian Museum,-31.483333,118.283333,NA,NA,NA,ccf47d77-3ebb-4657-b9c6-62a5c5b7dfeb,
Anilios,Anilios waitii,Anilios waitii,R15118,,Western Australian Museum,-31.766667,116.016667,NA,NA,NA,ccfc35c0-7f60-44e6-b5f4-09f480da593c,
Anilios,Anilios waitii,Anilios waitii,R57804,,Western Australian Museum,-30.05,116.083333,NA,NA,NA,cd6ca9d0-1e4d-4c49-ba2a-93db3f317ffa,
Anilios,Anilios waitii,Anilios waitii,R136180,,Western Australian Museum,-26.133333,126.583333,NA,NA,NA,ce72a3f6-8280-4951-b91a-7aff6a87383f,
Anilios,Anilios waitii,Anilios waitii,R3809,,South Australian Museum,-23.7,133.87,NA,NA,NA,d1ad4e8a-2a44-41dd-8afd-a69633ac422c,
Anilios,Anilios waitii,Anilios waitii,R29305,,Western Australian Museum,-31.666667,117.283333,NA,NA,NA,d23b9fec-7dfe-469b-8e20-05a9ab798391,
Anilios,Anilios waitii,Anilios waitii,R67334,,Western Australian Museum,-32.166667,116.016667,NA,NA,NA,d2be41db-eaff-4a20-a89d-9822e859b6d1,
Anilios,Anilios waitii,Anilios waitii,R48017,,Western Australian Museum,-30.483333,116.366667,NA,NA,NA,d2f8cc8c-257a-4e9a-ad3c-794489b445ee,
Anilios,Anilios waitii,Anilios waitii,R136815,,Western Australian Museum,-27.687778,119.304167,NA,NA,NA,d4686017-25a4-4ab4-bcb2-073ecd3df736,
Anilios,Anilios waitii,Anilios waitii,R103312,,Western Australian Museum,-29.883333,116.016667,NA,NA,NA,d486d33d-694c-4bd0-ad7f-5b5b4736c935,
Anilios,Anilios waitii,Anilios waitii,R136679,,Western Australian Museum,-27.6975,119.28,NA,NA,NA,d49970d4-42c1-41f5-86bf-8785a01f756c,
Anilios,Anilios waitii,Anilios waitii,R37490,,Western Australian Museum,-30.95,117.083333,NA,NA,NA,d6cbe908-460f-459e-a2b9-b8e9c57ddceb,
Anilios,Anilios waitii,Anilios waitii,R19664,,Western Australian Museum,-30.65,116,NA,NA,NA,d81b525a-0eb5-409b-9f69-591d6583a7bd,
Anilios,Anilios waitii,Anilios waitii,R64382,,Western Australian Museum,-26.866667,113.733333,NA,NA,NA,da2db1c6-106e-44c8-8968-7219d79710d6,
Anilios,Anilios waitii,Anilios waitii,R448,,Western Australian Museum,-30.733333,121.466667,NA,NA,NA,da708eca-937d-4547-b82f-673db1363438,
Anilios,Anilios waitii,Anilios waitii,R54412,,Western Australian Museum,-32.65,119.35,NA,NA,NA,db35bb1e-570a-4153-a559-9f4ce78d962d,
Anilios,Anilios waitii,Anilios waitii,R4319,,Western Australian Museum,-32.233333,116.666667,NA,NA,NA,dc86d252-38e6-414c-9d05-c95bad2276f3,
Anilios,Anilios waitii,Anilios waitii,R4988,,Western Australian Museum,-31.3,118.7,NA,NA,NA,de3e0dbc-d98a-401e-ae48-4c7f7dd75424,
Anilios,Anilios waitii,Anilios waitii,R68275,,Western Australian Museum,-31.833333,116.016667,NA,NA,NA,de462824-5009-4890-9a99-c2c5615b94ba,
Anilios,Anilios waitii,Anilios waitii,R119239,,Western Australian Museum,-31.733333,116.083333,NA,NA,NA,df59e508-1fec-40fa-8cf1-28af43f820cc,
Anilios,Anilios waitii,Anilios waitii,R68951,,Western Australian Museum,-22.616667,118.133333,NA,NA,NA,dfbf7b6d-0ae0-4171-9ec2-d8c04862c480,
Anilios,Anilios waitii,Anilios waitii,R21336,,Western Australian Museum,-28.633333,122.4,NA,NA,NA,e0c8a0b5-de59-4244-9a84-c1070021cb42,
Anilios,Anilios waitii,Anilios waitii,R57801,,Western Australian Museum,-30.05,116.083333,NA,NA,NA,e3554b09-f803-4ca8-aa08-6a160c105464,
Anilios,Anilios waitii,Anilios waitii,R135251,,Western Australian Museum,-26.583333,119.916667,NA,NA,NA,e3cc45ca-214f-454a-8712-25f506f5c68f,
Anilios,Anilios waitii,Anilios waitii,R14639,,Museum and Art Gallery of the Northern Territory,-23.667,133.717,1986,10,13,e47e2c67-51bf-4137-a975-534aed013728,
Anilios,Anilios waitii,Anilios waitii,R100354,,Western Australian Museum,-26.733333,120.233333,NA,NA,NA,e5643ed9-d61a-4d73-b538-f64dce2f7208,
Anilios,Anilios waitii,Anilios waitii,R22865,,Western Australian Museum,-30.65,116,NA,NA,NA,e64effa6-fab9-4726-910a-63331375ee47,
Anilios,Anilios waitii,Anilios waitii,R151274,,Western Australian Museum,-31.75,115.916667,NA,NA,NA,e68920bc-cc7d-4909-a21f-d20805572d2a,
Anilios,Anilios waitii,Anilios waitii,R73905,,Western Australian Museum,-30.45,116.033333,NA,NA,NA,e6fba3eb-9279-4628-bdc5-461fc089bfea,
Anilios,Anilios waitii,Anilios waitii,R2228,,Western Australian Museum,-26.366667,119.816667,NA,NA,NA,e751d68a-df12-4cf1-b048-1bb799958d88,
Anilios,Anilios waitii,Anilios waitii,R4625,,Western Australian Museum,-32.05,117.333333,NA,NA,NA,e84f6b80-1d70-406a-b535-eb56d84a39be,
Anilios,Anilios waitii,Anilios waitii,R22938,,Western Australian Museum,-32.066667,118.15,NA,NA,NA,e88809bb-6617-42bf-8d2a-80573c73f9cb,
Anilios,Anilios waitii,Anilios waitii,R1381,,Western Australian Museum,-32.083333,116,NA,NA,NA,e97013f5-a789-4dc3-866a-3107a049c067,
Anilios,Anilios waitii,Anilios waitii,R14659,,Western Australian Museum,-26.133333,126.583333,NA,NA,NA,ebb66e67-c68e-4f98-a1b7-57a44f22798e,
Anilios,Anilios waitii,Anilios waitii,R8974,,Western Australian Museum,-31.883333,116.766667,NA,NA,NA,eeb03dc4-3ba5-43e7-8f05-0cf661129038,
Anilios,Anilios waitii,Anilios waitii,R9241,,Western Australian Museum,-30.283333,116.666667,NA,NA,NA,ef3780eb-9f2b-49f9-8cfd-952f4ddb0589,
Anilios,Anilios waitii,Anilios waitii,R56106,,Western Australian Museum,-29.883333,116.5,NA,NA,NA,efd7f37b-da97-4563-a0c7-adbdcf0a0d73,
Anilios,Anilios waitii,Anilios waitii,R15852,,Museum and Art Gallery of the Northern Territory,-23.2,134.2,1991,3,6,f0d984d8-3190-4b66-bcbe-7457d5716081,
Anilios,Anilios waitii,Anilios waitii,R5787,,Western Australian Museum,-31.616667,117.866667,NA,NA,NA,f21456f9-299c-48d4-8b46-4c97fd0e483f,
Anilios,Anilios waitii,Anilios waitii,R2484,,Western Australian Museum,-32.016667,117.4,NA,NA,NA,f30a802b-6ee0-43ca-a115-5d0dda3d92a1,
Anilios,Anilios waitii,Anilios waitii,R19660,,Western Australian Museum,-30.65,116,NA,NA,NA,f326e2aa-8c3a-43da-807c-3e57aad77be6,
Anilios,Anilios waitii,Anilios waitii,R19665,,Western Australian Museum,-30.65,116,NA,NA,NA,f4c9bd1a-6e43-4861-a75b-9c31d59ae4ea,
Anilios,Anilios waitii,Anilios waitii,R44220,,Western Australian Museum,-33.183333,118.383333,NA,NA,NA,f549c88c-9f21-4059-b36a-b047864d378c,
Anilios,Anilios waitii,Anilios waitii,R32676,,Western Australian Museum,-30.733333,123.416667,NA,NA,NA,f69d8143-00d6-4f8e-9e01-4966054d1417,
Anilios,Anilios waitii,Anilios waitii,R2485,,Western Australian Museum,-32.016667,117.4,NA,NA,NA,f859b02b-448d-415e-99fd-e2a88ab9ca37,
Anilios,Anilios waitii,Anilios waitii,R31906,,Western Australian Museum,-22.633333,119.4,NA,NA,NA,f8c2e877-c4dd-46a9-a6aa-b18b4b8717f4,
Anilios,Anilios waitii,Anilios waitii,R8064,,Western Australian Museum,-29.866667,116.166667,NA,NA,NA,fb334d83-20b5-49c5-a364-8d6729ad3edb,
Anilios,Anilios waitii,Anilios waitii,R1555,,Western Australian Museum,-31.95,116.016667,NA,NA,NA,fc6eb5fc-f514-46de-9e7a-894e2a1ff8f9,
Anilios,Anilios waitii,Anilios waitii,R51254,,South Australian Museum,-27.0025,133.4667,1998,8,20,ff6df1a6-0a15-4e42-9d10-3804d5b63a91,
Anilios,Anilios waitii,Anilios waitii,R05557,,Museum and Art Gallery of the Northern Territory,-23.7,133.867,NA,NA,NA,ff7111cf-91c1-4522-8249-dc8e64a9a4aa,
Anilios,Anilios waitii,Anilios waitii,R52636,,Western Australian Museum,-32.016667,117.4,NA,NA,NA,ff758b6e-1f42-4434-ab4b-dec60094f08f,
Anilios,Anilios wiedii,Anilios wiedii,R.9321,,Australian Museum,-23.65,150.383,NA,NA,NA,00aef83c-4f06-456e-bdb1-29ad0d78b1eb,
Anilios,Anilios wiedii,Anilios wiedii,R.12591,,Australian Museum,-32.266,150.9,NA,NA,NA,014efe01-c63d-41dd-bae3-e38243a38517,
Anilios,Anilios wiedii,Anilios wiedii,J81358,,Queensland Museum,-27.54361868,152.4242035,2004,1,16,0164c3b3-a531-4225-8f19-cc8be2e42491,
Anilios,Anilios wiedii,Anilios wiedii,J4134,,Queensland Museum,-26.25,151.95,NA,NA,NA,0226d5e9-5af1-4484-a2e5-5caa26fd5cf1,
Anilios,Anilios wiedii,Anilios wiedii,R.12581,,Australian Museum,-26.933,151.45,NA,NA,NA,02393b40-467c-4097-b319-4baf826bb088,
Anilios,Anilios wiedii,Anilios wiedii,J3218,,Queensland Museum,-27.433333,151.833333,NA,NA,NA,026db8be-140b-438c-ab96-a1e0a90165f4,
Anilios,Anilios wiedii,Anilios wiedii,J59020,,Queensland Museum,-25.166667,152.25,NA,NA,NA,033290a4-e4b3-4b2e-9acf-307eb4562811,
Anilios,Anilios wiedii,Anilios wiedii,R.128508,,Australian Museum,-32.266,150.9,1945,8,1,037e6642-15f5-4e76-8da4-f194d8053c9b,
Anilios,Anilios wiedii,Anilios wiedii,J13218,,Queensland Museum,-27.466667,153.1,NA,NA,NA,04406ea9-89d9-47a8-b71e-d2136d2823c2,
Anilios,Anilios wiedii,Anilios wiedii,J2731,,Queensland Museum,-27.8,151.416667,NA,NA,NA,0456be2f-5790-4597-b91e-c50323afcad5,
Anilios,Anilios wiedii,Anilios wiedii,R.27310,,Australian Museum,-29.766,151.116,1963,4,30,0486a351-1609-4922-99c7-8dcec04ed88e,
Anilios,Anilios wiedii,Anilios wiedii,R.40112,,Australian Museum,-32.05,150.866,1973,8,20,048e33ad-d909-4ce4-a09a-783ebe963e45,
Anilios,Anilios wiedii,Anilios wiedii,R.165760,,Australian Museum,-31.4,150.633,2003,10,21,04c38dae-bef2-4747-93db-8260ba03c1ea,
Anilios,Anilios wiedii,Anilios wiedii,R.71311,,Australian Museum,-29.766,151.116,NA,NA,NA,05599733-868d-4d50-b559-6363c8b418e2,
Anilios,Anilios wiedii,Anilios wiedii,J2948,,Queensland Museum,-27.433333,153.05,NA,NA,NA,06052406-1ae9-49ef-9696-335328d36df4,
Anilios,Anilios wiedii,Anilios wiedii,J49941,,Queensland Museum,-26.333333,151.25,1987,5,20,066e245c-ead1-47bc-b277-dd67a6138b19,
Anilios,Anilios wiedii,Anilios wiedii,J34765,,Queensland Museum,-27.75,150.25,1979,1,12,07549042-760c-45a8-bc14-c33d8e6a4800,
Anilios,Anilios wiedii,Anilios wiedii,R.47517,,Australian Museum,-30.983,150.25,NA,NA,NA,084fbd71-6a29-4ffc-8b20-fa984a2dce0b,
Anilios,Anilios wiedii,Anilios wiedii,R.3600,,Australian Museum,-34.033,148.55,1904,4,28,09341c07-f5d2-42e3-9e48-1f9298fa3651,
Anilios,Anilios wiedii,Anilios wiedii,R.40107,,Australian Museum,-32.05,150.866,1973,8,20,09370593-31c6-43ca-9775-d95ea4b7cc19,
Anilios,Anilios wiedii,Anilios wiedii,R.89107,,Australian Museum,-32.533,150.95,1978,10,8,09f12911-e933-480b-8181-8ca50b267719,
Anilios,Anilios wiedii,Anilios wiedii,J891,,Queensland Museum,-27.433333,153,NA,NA,NA,0b1c076f-c142-40b1-8848-730e792c0229,
Anilios,Anilios wiedii,Anilios wiedii,J5787,,Queensland Museum,-26.966667,152.366667,NA,NA,NA,0b94ed14-99d6-4788-ae7e-543a6a18fbab,
Anilios,Anilios wiedii,Anilios wiedii,J5579,,Queensland Museum,-27.5,152.966667,NA,NA,NA,0c3acd13-6e5c-42ec-8cc4-261f0bb0ce6e,
Anilios,Anilios wiedii,Anilios wiedii,J8146,,Queensland Museum,-28.216667,152.033333,NA,NA,NA,0cf9d41a-b415-4ac6-841a-e1d8117b9701,
Anilios,Anilios wiedii,Anilios wiedii,J72969,,Queensland Museum,-27.18187287,153.0341231,1991,1,1,0e4444c2-a8d5-4940-a06c-c7ffcf5a7628,
Anilios,Anilios wiedii,Anilios wiedii,J27592,,Queensland Museum,-27.466667,153.016667,NA,NA,NA,0f1d4f6e-7363-4e04-8957-02e565b5ea9f,
Anilios,Anilios wiedii,Anilios wiedii,J22670,,Queensland Museum,-27.45,152.95,NA,NA,NA,0f64222e-2ef0-4374-87c8-030701969ba7,
Anilios,Anilios wiedii,Anilios wiedii,R.33039,,Australian Museum,-31.65,148.45,1972,NA,NA,0f783196-99ee-4525-87c1-7b51e8c126a2,
Anilios,Anilios wiedii,Anilios wiedii,J6383,,Queensland Museum,-27.4,152.866667,NA,NA,NA,1019b605-a8ac-495d-b9cc-bcc14796fca6,
Anilios,Anilios wiedii,Anilios wiedii,J5250,,Queensland Museum,-26.666667,151.816667,NA,NA,NA,13207665-504b-458f-b9fd-b247699c957d,
Anilios,Anilios wiedii,Anilios wiedii,J67980,,Queensland Museum,-23.801944,151.151667,1998,11,23,1405cf62-b364-44b7-aeef-4ede85008a25,
Anilios,Anilios wiedii,Anilios wiedii,J10968,,Queensland Museum,-27.966667,151.9,NA,NA,NA,1422f0de-401b-40a1-b5f8-adfb8c7547de,
Anilios,Anilios wiedii,Anilios wiedii,J13220,,Queensland Museum,-27.466667,153.1,NA,NA,NA,14c60c4d-789a-4170-8ef3-68e6f4e613db,
Anilios,Anilios wiedii,Anilios wiedii,R.175572,,Australian Museum,-31.433,143.883,1890,5,NA,15c4a8c6-19d4-483f-b960-489c21f91f73,
Anilios,Anilios wiedii,Anilios wiedii,J2921,,Queensland Museum,-27.3,151.5,NA,NA,NA,16007154-59e6-4dcc-b605-d5848e4facfa,
Anilios,Anilios wiedii,Anilios wiedii,J8558,,Queensland Museum,-27.466667,153.016667,NA,NA,NA,166b3a90-ed83-45b2-bad2-8fcb0714afd5,
Anilios,Anilios wiedii,Anilios wiedii,R.13352,,Australian Museum,-31.5,150.683,1948,1,NA,16ccd92f-8d00-4ac3-a54f-655b4368745d,
Anilios,Anilios wiedii,Anilios wiedii,R853.B,,South Australian Museum,-29.58,152.77,1906,NA,NA,1727bbb7-e3f4-4a3a-8421-907cd8c6692a,
Anilios,Anilios wiedii,Anilios wiedii,R51,,South Australian Museum,-27.47,152.58,NA,NA,NA,1786dc96-c559-4269-95c9-520137bd87d4,
Anilios,Anilios wiedii,Anilios wiedii,R.11565,,Australian Museum,-29.466,149.85,NA,NA,NA,187bf912-c49e-42b5-8114-c094cd84db20,
Anilios,Anilios wiedii,Anilios wiedii,J8557,,Queensland Museum,-27.466667,153.016667,NA,NA,NA,1b08280c-4133-4e9b-a636-5391f2f3d15e,
Anilios,Anilios wiedii,Anilios wiedii,J3022,,Queensland Museum,-27.466667,153.016667,NA,NA,NA,1b2601e6-e8be-42e7-b97a-4d0fee19253f,
Anilios,Anilios wiedii,Anilios wiedii,R.127379,,Australian Museum,-33.383,148.016,1988,2,NA,1b6d83f2-1448-4463-84bf-8e2b880233a0,
Anilios,Anilios wiedii,Anilios wiedii,R.160482,,Australian Museum,-29.97054,149.38833,2000,11,13,1bac4a76-66a8-4c83-9193-e3dd9e8bc550,
Anilios,Anilios wiedii,Anilios wiedii,R.14920,,Australian Museum,-30.7,150.05,NA,NA,NA,1c74973f-f66c-4187-b93e-e8e41a4ee3bc,
Anilios,Anilios wiedii,Anilios wiedii,J3578,,Queensland Museum,-25.183333,151.65,NA,NA,NA,1e39c377-5e44-4637-87fd-d008b8465329,
