genus,species,scientific_name_intepreted,catalogue_number,omit,institution,decimal_latitude_wgs84,decimal_longitude_wgs84,year,month,day,record_id,omit
Anilios,Anilios bicolor,Anilios bicolor,R40831,,South Australian Museum,-34.57,138.7,1992,12,12,ffd07066-32a9-4485-a303-8eb3762f139e,
Anilios,Anilios bituberculatus,Anilios bituberculatus,D9516,,Museums Victoria,-35.03,141.73,1958,10,NA,004894d2-ea08-4cf1-8209-2d4f7a737a25,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R57786,,South Australian Museum,-34.33,138.2,NA,NA,NA,0056a9b0-09f4-44e7-8222-56928aedcdb0,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R509,,Western Australian Museum,-32.933333,117.183333,NA,NA,NA,00b35c58-c659-4395-9d51-6d14206dbf7c,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R54063,,South Australian Museum,-28.02,138.67,NA,NA,NA,00c8f99b-1f0a-4564-9765-e2ec9c91f1fa,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R66619,,South Australian Museum,-33.5806,136.9044,2011,11,10,00fd0dfb-63b5-42e5-9b0e-89d66d237867,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R.153042,,Australian Museum,-31.433,143.883,1890,5,NA,011e1bdd-c0ca-4b42-bc24-b383b3e537f0,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R.153319,,Australian Museum,-33.11721,143.22388,1998,11,10,01888bcb-c927-4da7-9961-fa847a006a89,
Anilios,Anilios bituberculatus,Anilios bituberculatus,ABTC57649,,South Australian Museum,-30.6,139.53,1993,9,22,0269972f-e143-43ec-a0c2-42e9b3ec4f9e,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R.147466,,Australian Museum,-34.20222,142.94888,1994,11,12,02b37d96-8d56-4e12-b30f-51478f3d1f22,
Anilios,Anilios bituberculatus,Anilios bituberculatus,D61253,,Museums Victoria,-34.6,141.05,1985,11,14,02b7cde7-db9d-4c9d-8901-92d3235421f0,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R.9478,,Australian Museum,-34.55,146.4,NA,NA,NA,02f28708-5512-4575-a289-75633ac24656,
Anilios,Anilios bituberculatus,Anilios bituberculatus,ABTC56678.1,,South Australian Museum,-33.05,135.47,NA,NA,NA,034fe21f-83ed-4e39-9b4b-189f7281433e,
Anilios,Anilios bituberculatus,Anilios bituberculatus,J58452,,Queensland Museum,-31.75,134,1993,11,9,03dce79f-425e-42c5-b0e4-03ff5dd7a19b,
Anilios,Anilios bituberculatus,Anilios bituberculatus,D8758,,Museums Victoria,-31.5833,132.867,NA,NA,NA,04a55d98-c572-409f-97f7-b29455cf2e21,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R7071,,Museums Victoria,-35.37,145.72,NA,NA,NA,04e65d7f-1dcb-42ef-805f-ffc6f780e308,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R45133,,South Australian Museum,-31.58,136.33,1994,10,28,04fdfed6-2856-42ca-bbfb-e085770ef081,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R.13709,,Australian Museum,-27.533,145.883,NA,NA,NA,04fe865e-4ec6-4352-b21d-1cfd3bece451,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R.114471,,Australian Museum,-33.716,143.033,1984,11,NA,05695a6f-07ff-43c2-88a1-3f52bd08a96a,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R841,,South Australian Museum,-33.97,137.72,NA,NA,NA,059869a6-b93c-481b-be9f-c3d5121f48f2,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R67467,,South Australian Museum,-32.0058,140.1775,2012,11,7,059a24ca-e682-4e57-b641-a343fb482ae1,
Anilios,Anilios bituberculatus,Anilios bituberculatus,ABTC73362,,South Australian Museum,-34.33,138.2,NA,NA,NA,059be23e-e932-43c3-8fc8-10ec16a22440,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R.153048,,Australian Museum,-34.45,145.7,NA,NA,NA,05a218c6-d590-498c-963b-ac5d11fb619a,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R.2429,,Australian Museum,-31.95,115.85,NA,NA,NA,0676fc1b-762a-424a-97e9-4b63e6ddf552,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R1252,,South Australian Museum,-35.12,139.27,NA,NA,NA,0690835b-0a0a-48a5-a3ba-928154968928,
Anilios,Anilios bituberculatus,Anilios bituberculatus,D16297,,Museums Victoria,-35.42,141.83,1965,9,14,069e6cc0-790a-4e99-9e9d-7299b7fbf2d2,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R7183,,Museums Victoria,-31.95,115.85,1898,NA,NA,06f9b81f-ef94-4370-83e1-c86ca26848aa,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R.64,,Australian Museum,-33.866,151.166,NA,NA,NA,07bf9495-19b2-437e-91ec-21d8f0995237,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R67267,,South Australian Museum,-33.0614,137.0136,2013,2,12,07e39b39-ce55-4018-aaf8-4d16684848f2,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R.9457,,Australian Museum,-33.866,144.866,NA,NA,NA,085c50b7-2dd8-4bdf-b414-b6951ad87a99,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R46262,,South Australian Museum,-33.0244,137.5769,1995,9,30,087be8b3-2654-4fac-aab5-b9f5015ba11f,
Anilios,Anilios bituberculatus,Anilios bituberculatus,ABTC56676.4,,South Australian Museum,-28.17,140.18,NA,NA,NA,08d6f1bb-b46e-4c9d-a9d6-4ac9a60a2284,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R.147471,,Australian Museum,-34.28916,142.85111,1994,11,13,094bb8f1-5e5a-4b7d-ad12-93af737b6062,
Anilios,Anilios bituberculatus,Anilios bituberculatus,ABTC56679.1,,South Australian Museum,-32.63,135.45,1985,10,9,097afa6a-b424-46cd-8666-54b31f9c7368,
Anilios,Anilios bituberculatus,Anilios bituberculatus,ABTC125431,,South Australian Museum,-30.2869,138.1008,2011,10,30,0996c6ed-8458-4d6f-8eb9-13b1761344a2,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R.45540,,Australian Museum,-31.283,142.3,1974,12,8,09c3c68f-f0db-4581-bf57-42c4fcfe9fa7,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R34109,,Museum and Art Gallery of the Northern Territory,-23.733,133.883,1975,12,9,09f53add-9ac0-4332-862b-86b9f99c078a,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R135243,,Western Australian Museum,-32.156389,121.74,NA,NA,NA,0a3ca5cb-fc93-433c-8ae0-04b41cc7d58f,
Anilios,Anilios bituberculatus,Anilios bituberculatus,ABTC39862,,South Australian Museum,-33.7547,140.4783,1992,10,29,0b3f1da9-e2df-4016-ac5f-e78290b4fa3c,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R.73692,,Australian Museum,-29.433,142.016,1974,2,NA,0b48cb51-ab9d-452a-a870-5be0644eeb09,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R.10513,,Australian Museum,-34.5,144.85,NA,NA,NA,0b4eb4f3-984d-44fd-8c44-5870288d017a,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R5378,,Western Australian Museum,-30.733333,121.466667,NA,NA,NA,0b5d1b37-4933-488a-b5ee-e3aff3cfa0e9,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R65498,,South Australian Museum,-30.365,135.6314,2010,10,27,0cd327d5-9dda-4c33-b41f-91bab0637697,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R.10500,,Australian Museum,-31.05,151.066,NA,NA,NA,0d068d28-9a17-4c24-bcfe-0fdb65613cc2,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R131846,,Western Australian Museum,-29.2,122.433333,NA,NA,NA,0d1bef77-23a2-43cd-b0bf-32817e709b66,
Anilios,Anilios bituberculatus,Anilios bituberculatus,D67681,,Museums Victoria,-23.62,132.72,1995,3,6,0d47c03e-f195-4449-a2a2-77980d4995f6,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R05851,,Commonwealth Scientific and Industrial Research Organisation,-33.075,141.975,1995,11,17,0d8195e3-997f-4f28-a900-c90e22f0caf4,
Anilios,Anilios bituberculatus,Anilios bituberculatus,ABTC56676.5,,South Australian Museum,-28.17,140.18,NA,NA,NA,0da08bbc-fdc9-41e5-9567-7159c78c760d,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R2121,,South Australian Museum,-35.12,140.6,NA,NA,NA,0df2c9b6-716e-4f59-b8a5-f83f03c68e78,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R28385,,South Australian Museum,-32.63,135.45,1985,10,9,0e04b0d6-07e3-4f0f-82db-7ed3e70b06b2,
Anilios,Anilios bituberculatus,Anilios bituberculatus,ABTC74623,,South Australian Museum,-33.7611,140.1375,2000,11,30,0e110fee-7daa-4921-bdc7-f8a2635af437,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R01969,,Commonwealth Scientific and Industrial Research Organisation,-34.2833,141.6083,1970,8,1,0e2a6880-c7b9-463a-ad5e-1b4e966aad16,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R146989,,Western Australian Museum,-30.397222,121.1225,NA,NA,NA,0e54b1c4-96b8-4a8c-8321-60d457f73315,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R36471,,Western Australian Museum,-30.8,128.116667,NA,NA,NA,0e8fbad0-7edb-473e-beec-1f9cc47aa766,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R.154833,,Australian Museum,-32.57416,145.38277,1999,10,16,0eb809ed-f21c-42c7-b475-6f49014b0451,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R.13455,,Australian Museum,-33.083,147.15,NA,NA,NA,0efdd619-e56e-4aa9-9917-6534b39ea3e8,
Anilios,Anilios bituberculatus,Anilios bituberculatus,ABTC56682.2,,South Australian Museum,-33.43,138.15,NA,NA,NA,108307f1-988a-4184-a01f-ad3a3a34ec86,
Anilios,Anilios bituberculatus,Anilios bituberculatus,ABTC56659.6,,South Australian Museum,-27.73,140.77,1980,10,7,10968e0e-0c5e-4e81-9561-56c2585c2ebd,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R41665,,South Australian Museum,-33.7547,140.4783,1992,10,29,10a4a6bc-2326-4ae5-a8c5-ab6112fbd4ee,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R438.B,,South Australian Museum,-34.85,139.63,NA,NA,NA,10f1e844-f502-44e9-9193-559630a211f4,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R910,,South Australian Museum,-35.37,140.37,NA,NA,NA,1241bdc9-344f-4e95-a857-57f3b937181d,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R828,,South Australian Museum,-28.58,138.67,1904,NA,NA,12d4c1d7-f025-407e-959f-ad61a5768fcb,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R150352,,Western Australian Museum,-30.899444,121.9375,NA,NA,NA,138f11f7-0ef6-467c-98e4-4433ea7bbf55,
Anilios,Anilios bituberculatus,Anilios bituberculatus,ABTC56663.5,,South Australian Museum,-30.5,136.8,NA,NA,NA,1416d1b2-c97c-43f0-a942-e16cc8c31bb1,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R21030,,South Australian Museum,-30.5,136.8,NA,NA,NA,14680afe-e5f0-466a-bc25-e5ac85d1d6ef,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R7140,,Museums Victoria,-35.68,142.67,NA,NA,NA,147fbdb4-74e7-43ff-ae26-037e53253795,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R44695,,South Australian Museum,-27.55,135.45,NA,NA,NA,163d1d13-285e-4b19-8c79-15171ed02e22,
Anilios,Anilios bituberculatus,Anilios bituberculatus,D12693,,Museums Victoria,-25.93,134.88,1895,NA,NA,16e7445f-e984-434e-a2ff-1a997ae705c5,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R.172238.001,,Australian Museum,-31.533,147.166,2008,11,NA,17e11a64-0dfe-46c6-bded-652e6e71ddb5,
Anilios,Anilios bituberculatus,Anilios bituberculatus,D4687,,Museums Victoria,-31.97,132.57,NA,NA,NA,180b90b3-545c-4589-84cf-dbb5e5189c3f,
Anilios,Anilios bituberculatus,Anilios bituberculatus,D61240,,Museums Victoria,-34.87,142.62,1987,1,25,191ab99b-d8f9-40dc-8715-5f72dfb251ef,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R.15497,,Australian Museum,-33.85,146.266,NA,NA,NA,1982c743-1bf4-4ffa-ba29-0525c685189e,
Anilios,Anilios bituberculatus,Anilios bituberculatus,ABTC87828,,South Australian Museum,-29.5411,129.1044,2005,4,16,19ec5c41-384d-49f6-9e77-3b3263410596,
Anilios,Anilios bituberculatus,Anilios bituberculatus,D7891,,Museums Victoria,-34.47,142.2,NA,NA,NA,1a2784f8-fbe8-477b-a64e-247b849872c7,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R5317,,Western Australian Museum,-30.45,121.333333,NA,NA,NA,1a53a085-56ba-491d-bb4e-fa63f8ce2f59,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R840,,South Australian Museum,-32.88,139.07,1903,11,28,1a9d1f7c-90cd-417c-be9f-af41abf85882,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R.13456,,Australian Museum,-33.083,147.15,NA,NA,NA,1ae2caca-3d53-45c8-8318-098350a7d6b3,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R.15662,,Australian Museum,-31.433,149.6,NA,NA,NA,1b322fd8-7ee5-4422-8d31-ce6500df4f08,
Anilios,Anilios bituberculatus,Anilios bituberculatus,ABTC56663.3,,South Australian Museum,-30.5,136.8,NA,NA,NA,1b4d2995-42e0-46dd-a057-c4630cf3a1b2,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R15061,,South Australian Museum,-32.67,137.12,1975,11,9,1b9aabdd-17bc-4f9f-a81f-6a76b9b21c74,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R831.E,,South Australian Museum,-31.88,141.23,NA,NA,NA,1bc0628e-d1bd-4fc1-a4e5-98fe31b4359d,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R65497,,South Australian Museum,-30.3636,135.5292,2010,10,27,1bdc8105-507b-494d-be58-d994adc6de26,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R7076,,Museums Victoria,-35.9333,142.433,NA,NA,NA,1bfcef86-9a9e-4238-924f-db872ebf2fa6,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R.106941,,Australian Museum,-33.95539,148.26585,1982,11,14,1c7b3074-f306-4536-a7a0-43fd53dada39,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R145469,,Western Australian Museum,-30.75,121.466667,NA,NA,NA,1ca65d7b-a436-4884-a34c-da44afc4e0f8,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R837,,South Australian Museum,-34.53,138.75,1891,7,29,1d76ae08-1dd6-4316-a9d4-2ded58cd31ae,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R.3796,,Australian Museum,-30.083,145.933,1905,4,13,1d79961a-83d7-46dd-aecc-439ec64ba0be,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R.27307,,Australian Museum,-33.833,148.683,NA,NA,NA,1d964d55-1dc7-4ce2-a65d-a8414a7a797e,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R.64057,,Australian Museum,-33.083,147.15,1964,11,20,1dcf674e-047c-4b35-a76e-0b3e05cf49cf,
Anilios,Anilios bituberculatus,Anilios bituberculatus,ABTC56676.1,,South Australian Museum,-28.17,140.18,NA,NA,NA,1e6d8f6f-2552-4987-9ddc-5c950f1e0ed8,
Anilios,Anilios bituberculatus,Anilios bituberculatus,ABTC96013,,South Australian Museum,-32.8297,134.2711,2001,10,22,1e9c876a-b65b-42a2-b5ff-464c78d74000,
Anilios,Anilios bituberculatus,Anilios bituberculatus,J39593,,Queensland Museum,-25.633333,140.233333,NA,NA,NA,1f4733a9-590c-4e0d-a9cd-b81b1401ad05,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R.141047,,Australian Museum,-29.36111,146.22416,1993,3,16,1f9e1d42-abc5-44ea-adb1-f05872237c0c,
Anilios,Anilios bituberculatus,Anilios bituberculatus,D61739,,Museums Victoria,-35.58,142.38,1993,11,12,1fbae1ac-609e-43da-96ba-bdf8a444ed10,
Anilios,Anilios bituberculatus,Anilios bituberculatus,D4806,,Museums Victoria,-35.52,143.95,NA,NA,NA,20076dab-4b1e-4e56-ba03-c52353eea618,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R.152852.002,,Australian Museum,-29.05583,141.89833,1998,9,25,201b3c3c-f207-4ce2-975b-c3b1af8be77e,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R10175,,South Australian Museum,-33.85,136.12,NA,NA,NA,203238a5-d6a2-4014-987e-da4c45195ded,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R73554,,Western Australian Museum,-32.65,121.416667,NA,NA,NA,2046bcdf-a2f8-4af5-b756-a38e0604ab82,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R137251,,Western Australian Museum,-30.066667,127.9,NA,NA,NA,2073f252-8b79-4768-83ec-1dbbf23fbb00,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R831.D,,South Australian Museum,-31.88,141.23,NA,NA,NA,209f18dc-aa83-4603-a84e-835926308bee,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R56367,,South Australian Museum,-34.1717,140.3683,2001,10,15,20b499a7-fedc-4e4e-b6bf-114cd7d3d0e8,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R137250,,Western Australian Museum,-30.033333,127.816667,NA,NA,NA,214abd44-c54a-40d5-8ce4-86d759414faf,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R8357,,South Australian Museum,-33.65,134.88,NA,NA,NA,2204f690-702c-4dc7-a521-f208651c76d4,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R829,,South Australian Museum,-34.83,138.48,NA,NA,NA,22058979-6c08-4772-8457-1fd42d58bb34,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R.178206,,Australian Museum,-31.00479,149.04628,2012,12,23,223349a3-0ba9-4436-a373-248936a5e425,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R44357,,South Australian Museum,-33.05,135.47,NA,NA,NA,22687376-5e81-4c0b-904c-b795b068eefc,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R05569,,Commonwealth Scientific and Industrial Research Organisation,-31.7167,148.65,1992,1,23,22a6ff98-1cc8-4687-a3af-544d5d9ff3e7,
Anilios,Anilios bituberculatus,Anilios bituberculatus,ABTC56661.3,,South Australian Museum,-32.85,135.95,1981,10,13,22a9186a-7745-4f8a-b66c-25091d4efe12,
Anilios,Anilios bituberculatus,Anilios bituberculatus,ABTC58358,,South Australian Museum,-33.0244,137.5769,1995,9,30,22bf7894-c765-4baf-ad6c-7ec065e6279b,
Anilios,Anilios bituberculatus,Anilios bituberculatus,ABTC56680.2,,South Australian Museum,-33.58,138.4,NA,NA,NA,22e06913-917d-466e-abe7-71b7c2c9f764,
Anilios,Anilios bituberculatus,Anilios bituberculatus,D60648,,Museums Victoria,-34.9422,141.404,1987,10,28,238391a2-bed4-4a33-95f3-64d7866bb57e,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R65662,,South Australian Museum,-30.365,135.6314,2010,10,29,241cf484-804d-4940-b27e-53fc159574e8,
Anilios,Anilios bituberculatus,Anilios bituberculatus,ABTC103529,,South Australian Museum,-32.7236,137.8972,2008,10,19,2432d579-40f1-4820-a944-3b988d029fd6,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R40019,,South Australian Museum,-27.1836,140.1461,1991,2,4,245a674b-aa95-4bef-a57b-982586953f11,
Anilios,Anilios bituberculatus,Anilios bituberculatus,D61255,,Museums Victoria,-34.85,142.13,1986,1,22,248e9d70-f529-47a7-820b-b915feb9a2e2,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R126492,,Western Australian Museum,-30.366667,119.583333,NA,NA,NA,24e6f542-59e1-4c25-9663-56372d1f639a,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R40765,,South Australian Museum,-32.48,137.83,1992,11,17,25e3346b-f987-4748-befe-8c916e13c910,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R10442,,Western Australian Museum,-30.916667,118.2,NA,NA,NA,261c9d46-032c-435d-8c83-7d23f36ec3fa,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R.177172,,Australian Museum,-29.27485,146.1524,2012,10,NA,26a00b63-c97f-4f63-8552-ef8d61dae4ca,
Anilios,Anilios bituberculatus,Anilios bituberculatus,ABTC117002,,South Australian Museum,-30.5675,136.9044,2010,12,6,2763dee7-98c7-4287-abda-36ae40871141,
Anilios,Anilios bituberculatus,Anilios bituberculatus,D8052,,Museums Victoria,-34.18,142.17,1949,9,30,27767d4c-d765-4d22-9b0c-9dfd2fcab1d3,
Anilios,Anilios bituberculatus,Anilios bituberculatus,ABTC92251,,South Australian Museum,-29.305,135.1717,2006,10,14,27a23404-3b42-4742-bb66-6f2558416c91,
Anilios,Anilios bituberculatus,Anilios bituberculatus,D58511,,Museums Victoria,-35.6207,141.524,1985,11,4,27b2f091-5a97-4045-a3b8-ad04469cb965,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R.150872,,Australian Museum,-30.883,149.133,1996,10,8,27d600af-54ad-4d5f-8ae9-08a8366bab9e,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R646,,South Australian Museum,-32.35,138.03,NA,NA,NA,284da5bd-88e2-445c-88c9-577dcbc23931,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R93369,,Western Australian Museum,-33.383333,123.416667,NA,NA,NA,28956019-4b9f-4afe-bc01-0d7ade41e1d8,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R832,,South Australian Museum,-35.12,139.27,1898,1,15,28bce8ee-730a-40e5-93c6-007d006a5058,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R15985,,South Australian Museum,-31.25,138.75,1976,NA,NA,295b0f2e-f6bb-4333-b8c1-dd22a7f56a47,
Anilios,Anilios bituberculatus,Anilios bituberculatus,ABTC40343,,South Australian Museum,-33.3122,140.1836,1992,10,27,29a40548-0c4a-462f-ae0c-f4df699cf7c3,
Anilios,Anilios bituberculatus,Anilios bituberculatus,D58513,,Museums Victoria,-35.65,141.605,1985,11,4,29c72c3a-bd79-443c-a030-b040b9cce2a6,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R65555,,Western Australian Museum,-31.355556,123.602778,NA,NA,NA,2a2472d1-5826-44d4-809e-2085025bbef6,
Anilios,Anilios bituberculatus,Anilios bituberculatus,ABTC41647,,South Australian Museum,-26.2486,131.7933,1994,10,17,2bf86be1-a128-4a58-ae19-81699001984d,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R136851,,Western Australian Museum,-30.75,121.466667,NA,NA,NA,2c608150-e55c-4427-a83d-75953224a153,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R.27308,,Australian Museum,-33.133,148.183,1967,7,NA,2e9b0abe-b9de-40fa-8780-5875180ba7d2,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R.118956,,Australian Museum,-33.133,148.183,NA,NA,NA,2f32d8ef-88c7-4c22-8a70-e39dfd868906,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R173349,,Western Australian Museum,-30.835,119.585833,NA,NA,NA,2f57221e-c0cc-4af2-9daf-7ad6a7301189,
Anilios,Anilios bituberculatus,Anilios bituberculatus,D53029,,Museums Victoria,-35.8737,141.658,1979,12,9,2f92286e-f4cb-4e58-9afe-d6e418e4e7aa,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R73191,,Western Australian Museum,-32.05,126.1,NA,NA,NA,3021ecdc-9cfb-4e61-98a4-804d29557219,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R29513,,South Australian Museum,-33.58,138.4,NA,NA,NA,304b8ae9-c324-4f1d-b712-f6524e54395d,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R541,,South Australian Museum,-35.12,139.27,NA,NA,NA,30523be1-1412-4d6f-906b-767e91f6e0a9,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R126493,,Western Australian Museum,-30.35,119.683333,NA,NA,NA,31d2241f-73a8-4eaa-8a12-5003e2dbcf14,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R7141,,Museums Victoria,-35.68,142.67,NA,NA,NA,32090c0c-db4d-4fbf-8fe8-1197c18ed220,
Anilios,Anilios bituberculatus,Anilios bituberculatus,ABTC56657.3,,South Australian Museum,-33.5,137,1980,10,22,3251ca1d-1d3b-4ad1-a4b9-bff82e66b878,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R26419,,Western Australian Museum,-32.966667,121.633333,NA,NA,NA,32b75d1a-9dad-4658-ad91-12ab11011f5e,
Anilios,Anilios bituberculatus,Anilios bituberculatus,ABTC34432,,South Australian Museum,-35.0972,139.1614,1991,11,26,32c56d8a-7efc-4ce4-b429-b31df12a7b58,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R.130968,,Australian Museum,-33.916,147.2,1989,1,14,32dc91b9-434c-4bf6-adde-ad8eb095fd8d,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R831.G,,South Australian Museum,-31.88,141.23,NA,NA,NA,32e6e21a-17aa-4f04-a68f-8000787a1a42,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R.84661,,Australian Museum,-30.866,148.966,1979,4,NA,3314a3eb-f3cb-4b8e-886e-076c39d5d973,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R32038,,Western Australian Museum,-30.916667,118.2,NA,NA,NA,33e0273b-8ce6-40f7-856d-101007b9bf0a,
Anilios,Anilios bituberculatus,Anilios bituberculatus,ABTC85890,,South Australian Museum,-35.151667,137.490556,2004,10,19,3457cafe-0411-44c0-b95c-b53ff71524b0,
Anilios,Anilios bituberculatus,Anilios bituberculatus,D54736,,Museums Victoria,-35.8833,141.658,1980,10,19,34ecd92e-9f0a-40a3-b588-784de2a92b32,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R.144917,,Australian Museum,-32.57554,146.00583,1995,10,19,3590e13f-631a-4e78-87ed-0e845d923c8d,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R42321,,South Australian Museum,-30.6,139.53,1993,9,22,3641a9e4-ac13-4c63-b811-3f5b184ed9a9,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R59852,,South Australian Museum,-34.165,140.1592,2004,11,14,369aac9d-0dd4-438e-bde3-b2bcb0cab4bd,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R47385,,South Australian Museum,-29.77,137.2858,1996,3,24,3803dc98-c135-4b3f-b92d-efe7c8213748,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R.13424,,Australian Museum,-34.45,145.7,NA,NA,NA,386c0202-a18a-43b3-8812-bff35a77c13c,
Anilios,Anilios bituberculatus,Anilios bituberculatus,ABTC56659.5,,South Australian Museum,-27.73,140.77,1980,10,7,3872e55b-d2a6-424b-a6fb-f4f0116c3ea9,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R7128,,Museums Victoria,-35.07,142.32,NA,NA,NA,39078762-9fc0-4127-bb73-6334a602dfac,
Anilios,Anilios bituberculatus,Anilios bituberculatus,R.156527.001,,Australian Museum,-32.57416,145.38277,1999,10,10,3956da9f-27e4-4eef-ab9a-bc981454755f,
Anilios,Anilios bituberculatus,Anilios bituberculatus,ABTC103541,,South Australian Museum,-32.6997,137.8511,NA,NA,NA,39d89bf1-f3c0-4f60-915d-fb59edebe281,
